"","cells","sc3.Initial","Monocle.Initial","Seurat.Initial","Consensus.Initial","sc3.33","Monocle.33","Seurat.33","Consensus.33","sc3.66","Monocle.66","Seurat.66","Consensus.66","sc3.90","Monocle.90","Seurat.90","Consensus.90","sc3.Final","Monocle.Final","Seurat.Final","Consensus.Final"
"2948","SM-DAIG7_S59_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"2949","SM-DAIG7_S60_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"2950","SM-DAIG7_S61_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"2951","SM-DAIG7_S62_E1-50",5,9,8,12,5,9,8,10,5,9,8,11,5,9,8,11,5,9,8,12
"2952","SM-DAIG7_S63_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"2953","SM-DAIG7_S64_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"2954","SM-DAIG7_S65_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"2955","SM-DAIG7_S66_E1-50",4,16,6,-1,4,16,6,-1,4,16,6,-1,4,16,6,-1,3,16,6,8
"2956","SM-DAIG7_S67_E1-50",24,3,8,-1,24,3,8,-1,24,3,8,-1,24,3,8,-1,24,3,8,-1
"2957","SM-DAIG7_S68_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"2958","SM-DAIG7_S69_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"2959","SM-DAIG7_S70_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"2960","SM-DAIG7_S71_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"2961","SM-DAIG7_S72_E1-50",24,9,8,12,24,9,8,10,24,9,8,11,24,9,8,11,24,9,8,12
"2962","SM-DAIG7_S73_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"2963","SM-DAIG7_S74_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"2964","SM-DAIG7_S75_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"2965","SM-DAIG7_S76_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"2966","SM-DAIG7_S77_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"2967","SM-DAIG7_S78_E1-50",7,19,8,-1,7,19,8,-1,7,14,8,-1,7,14,8,-1,5,14,8,-1
"2968","SM-DAIG7_S79_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"2969","SM-DAIG7_S80_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"2970","SM-DAIG7_S81_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"2971","SM-DAIG7_S82_E1-50",24,16,8,-1,24,16,8,-1,24,16,8,-1,24,16,8,-1,24,16,8,-1
"2972","SM-DAIG7_S83_E1-50",5,9,8,12,5,9,8,10,5,9,8,11,5,9,8,11,5,9,8,12
"2973","SM-DAIG7_S84_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"2974","SM-DAIG7_S85_E1-50",24,16,6,5,24,16,6,5,24,16,6,6,24,16,6,7,24,16,6,10
"2975","SM-DAIG7_S86_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"2976","SM-DAIG7_S87_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"2977","SM-DAIG7_S88_E1-50",2,13,1,4,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"2978","SM-DAIG7_S89_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"2979","SM-DAIG7_S90_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"2980","SM-DAIG7_S91_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"2981","SM-DAIG7_S92_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"2982","SM-DAIG7_S93_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"2983","SM-DAIG7_S94_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"2984","SM-DAIG7_S95_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"2985","SM-DAIG7_S96_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"2986","SM-DAIG8_S02_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"2987","SM-DAIG8_S03_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"2988","SM-DAIG8_S04_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"2989","SM-DAIG8_S05_E1-50",2,13,1,4,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"2990","SM-DAIG8_S06_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"2991","SM-DAIG8_S07_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"2992","SM-DAIG8_S08_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"2993","SM-DAIG8_S09_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"2994","SM-DAIG8_S10_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"2995","SM-DAIG8_S11_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"2996","SM-DAIG8_S12_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"2997","SM-DAIG8_S13_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"2998","SM-DAIG8_S14_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"2999","SM-DAIG8_S15_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"3000","SM-DAIG8_S16_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"3001","SM-DAIG8_S17_E1-50",9,16,17,-1,9,16,17,-1,9,16,17,-1,9,16,2,-1,8,16,2,-1
"3002","SM-DAIG8_S18_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"3003","SM-DAIG8_S19_E1-50",9,14,2,1,9,14,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"3004","SM-DAIG8_S20_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"3005","SM-DAIG8_S21_E1-50",3,16,17,7,3,16,17,6,3,16,17,7,3,16,2,9,3,16,2,8
"3006","SM-DAIG8_S22_E1-50",9,16,17,-1,9,16,17,-1,9,16,17,-1,9,16,2,-1,8,16,2,-1
"3007","SM-DAIG8_S24_E1-50",9,16,17,-1,9,16,17,-1,9,16,17,-1,9,16,2,-1,8,16,2,-1
"3008","SM-DAIG8_S25_E1-50",2,13,1,4,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3009","SM-DAIG8_S26_E1-50",2,22,1,9,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3010","SM-DAIG8_S27_E1-50",2,11,11,-1,2,11,1,-1,2,11,1,1,2,11,1,1,1,11,1,1
"3011","SM-DAIG8_S28_E1-50",2,15,11,6,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3012","SM-DAIG8_S29_E1-50",2,22,26,9,2,13,26,1,2,11,1,1,2,11,1,1,1,11,1,1
"3013","SM-DAIG8_S30_E1-50",2,15,26,6,2,13,26,1,2,11,1,1,2,11,1,1,1,11,1,1
"3014","SM-DAIG8_S31_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"3015","SM-DAIG8_S32_E1-50",2,11,1,-1,2,11,1,-1,2,11,1,1,2,11,1,1,1,11,1,1
"3016","SM-DAIG8_S41_E1-50",2,15,11,6,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3017","SM-DAIG8_S42_E1-50",2,11,21,-1,2,11,21,-1,2,11,21,1,2,11,10,1,1,11,10,1
"3018","SM-DAIG8_S43_E1-50",2,22,1,9,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3019","SM-DAIG8_S44_E1-50",2,13,1,4,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3020","SM-DAIG8_S45_E1-50",2,13,1,4,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3021","SM-DAIG8_S46_E1-50",2,22,1,9,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3022","SM-DAIG8_S47_E1-50",2,13,1,4,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3023","SM-DAIG8_S48_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"3024","SM-DAIG8_S65_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"3025","SM-DAIG8_S66_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"3026","SM-DAIG8_S67_E1-50",14,23,18,10,14,23,18,8,14,23,18,9,14,21,10,5,14,21,10,5
"3027","SM-DAIG8_S68_E1-50",14,21,21,8,14,21,21,7,14,21,21,8,14,21,10,5,14,21,10,5
"3028","SM-DAIG8_S69_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"3029","SM-DAIG8_S70_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"3030","SM-DAIG8_S71_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"3031","SM-DAIG8_S72_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"3032","SM-DAIG9_S01_E1-50",9,14,2,1,9,14,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"3033","SM-DAIG9_S02_E1-50",9,14,2,1,9,14,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"3034","SM-DAIG9_S03_E1-50",12,8,3,2,12,8,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"3035","SM-DAIG9_S04_E1-50",12,8,3,2,12,8,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"3036","SM-DAIG9_S05_E1-50",9,14,2,1,9,14,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"3037","SM-DAIG9_S06_E1-50",9,16,2,1,9,16,2,2,9,16,2,-1,9,16,2,-1,8,16,2,-1
"3038","SM-DAIG9_S07_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"3039","SM-DAIG9_S08_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"3040","SM-DAIG9_S09_E1-50",9,14,2,1,9,14,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"3041","SM-DAIG9_S10_E1-50",12,8,3,2,12,8,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"3042","SM-DAIG9_S11_E1-50",3,16,17,7,3,16,17,6,3,16,17,7,3,16,2,9,3,16,2,8
"3043","SM-DAIG9_S12_E1-50",9,14,17,-1,9,14,17,-1,9,14,17,2,9,14,2,2,8,14,2,2
"3044","SM-DAIG9_S13_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"3045","SM-DAIG9_S14_E1-50",9,14,2,1,9,14,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"3046","SM-DAIG9_S15_E1-50",6,16,14,-1,6,16,14,-1,6,16,14,-1,6,16,14,-1,3,16,14,8
"3047","SM-DAIG9_S16_E1-50",9,14,2,1,9,14,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"3048","SM-DAIG9_S17_E1-50",2,22,1,9,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3049","SM-DAIG9_S18_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"3050","SM-DAIG9_S19_E1-50",2,11,1,-1,2,11,1,-1,2,11,1,1,2,11,1,1,1,11,1,1
"3051","SM-DAIG9_S20_E1-50",2,15,11,6,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3052","SM-DAIG9_S21_E1-50",2,13,1,4,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3053","SM-DAIG9_S22_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"3054","SM-DAIG9_S23_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"3055","SM-DAIG9_S24_E1-50",2,22,1,9,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3056","SM-DAIG9_S25_E1-50",27,10,6,-1,27,10,6,-1,27,10,6,-1,27,10,6,-1,25,10,6,7
"3057","SM-DAIG9_S26_E1-50",2,13,1,4,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3058","SM-DAIG9_S27_E1-50",2,22,1,9,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3059","SM-DAIG9_S28_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"3060","SM-DAIG9_S29_E1-50",2,13,1,4,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3061","SM-DAIG9_S30_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"3062","SM-DAIG9_S31_E1-50",2,11,29,-1,2,11,29,-1,2,11,29,1,2,11,1,1,1,11,1,1
"3063","SM-DAIG9_S32_E1-50",2,13,1,4,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3064","SM-DAIG9_S33_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"3065","SM-DAIG9_S34_E1-50",2,13,11,4,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3066","SM-DAIG9_S35_E1-50",2,13,1,4,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3067","SM-DAIG9_S36_E1-50",2,22,1,9,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3068","SM-DAIG9_S37_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"3069","SM-DAIG9_S38_E1-50",2,15,1,6,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3070","SM-DAIG9_S39_E1-50",22,7,25,-1,22,7,25,-1,22,7,25,-1,22,7,25,-1,22,7,25,-1
"3071","SM-DAIG9_S41_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"3072","SM-DAIG9_S42_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"3073","SM-DAIG9_S44_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"3074","SM-DAIG9_S45_E1-50",25,10,4,3,25,10,4,4,25,10,4,4,25,10,4,6,25,10,4,7
"3075","SM-DAIG9_S46_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"3076","SM-DAIG9_S47_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"3077","SM-DAIG9_S48_E1-50",3,16,8,7,3,16,8,6,3,16,8,7,3,16,8,9,3,16,8,8
"3078","SM-DAIG9_S57_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"3079","SM-DAIG9_S58_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"3080","SM-DAIG9_S59_E1-50",22,7,25,-1,22,7,25,-1,22,7,25,-1,22,7,25,-1,22,7,25,-1
"3081","SM-DAIG9_S60_E1-50",2,15,26,6,2,13,26,1,2,11,1,1,2,11,1,1,1,11,1,1
"3082","SM-DAIG9_S61_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"3083","SM-DAIG9_S62_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"3084","SM-DAIG9_S63_E1-50",25,10,4,3,25,10,4,4,25,10,4,4,25,10,4,6,25,10,4,7
"3085","SM-DAIG9_S64_E1-50",2,15,11,6,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3086","SM-DAIG9_S65_E1-50",2,15,26,6,2,13,26,1,2,11,1,1,2,11,1,1,1,11,1,1
"3087","SM-DAIG9_S66_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"3088","SM-DAIG9_S67_E1-50",2,15,26,6,2,13,26,1,2,11,1,1,2,11,1,1,1,11,1,1
"3089","SM-DAIG9_S68_E1-50",3,16,8,7,3,16,8,6,3,16,8,7,3,16,8,9,3,16,8,8
"3090","SM-DAIG9_S69_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"3091","SM-DAIG9_S70_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"3092","SM-DAIG9_S71_E1-50",25,10,4,3,25,10,4,4,25,10,4,4,25,10,4,6,25,10,4,7
"3093","SM-DAIG9_S72_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"3094","SM-DAIGA_S01_E1-50",3,16,8,7,3,16,8,6,3,16,8,7,3,16,8,9,3,16,8,8
"3095","SM-DAIGA_S02_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"3096","SM-DAIGA_S03_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"3097","SM-DAIGA_S04_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"3098","SM-DAIGA_S05_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"3099","SM-DAIGA_S06_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"3100","SM-DAIGA_S07_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"3101","SM-DAIGA_S08_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"3102","SM-DAIGA_S09_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"3103","SM-DAIGA_S10_E1-50",3,16,8,7,3,16,8,6,3,16,8,7,3,16,8,9,3,16,8,8
"3104","SM-DAIGA_S11_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"3105","SM-DAIGA_S13_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"3106","SM-DAIGA_S14_E1-50",5,9,8,12,5,9,8,10,5,9,8,11,5,9,8,11,5,9,8,12
"3107","SM-DAIGA_S15_E1-50",22,7,25,-1,22,7,25,-1,22,7,25,-1,22,7,25,-1,22,7,25,-1
"3108","SM-DAIGA_S16_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"3109","SM-DAIGA_S17_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"3110","SM-DAIGA_S18_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"3111","SM-DAIGA_S19_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"3112","SM-DAIGA_S20_E1-50",5,9,8,12,5,9,8,10,5,9,8,11,5,9,8,11,5,9,8,12
"3113","SM-DAIGA_S21_E1-50",3,16,8,7,3,16,8,6,3,16,8,7,3,16,8,9,3,16,8,8
"3114","SM-DAIGA_S22_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"3115","SM-DAIGA_S23_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"3116","SM-DAIGA_S24_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"3117","SM-DAIGA_S25_E1-50",12,8,3,2,12,8,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"3118","SM-DAIGA_S26_E1-50",12,8,3,2,12,8,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"3119","SM-DAIGA_S27_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"3120","SM-DAIGA_S28_E1-50",9,14,2,1,9,14,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"3121","SM-DAIGA_S29_E1-50",9,14,17,-1,9,14,17,-1,9,14,17,2,9,14,2,2,8,14,2,2
"3122","SM-DAIGA_S30_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"3123","SM-DAIGA_S31_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"3124","SM-DAIGA_S32_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"3125","SM-DAIGA_S33_E1-50",9,14,2,1,9,14,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"3126","SM-DAIGA_S34_E1-50",12,8,3,2,12,8,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"3127","SM-DAIGA_S35_E1-50",9,14,2,1,9,14,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"3128","SM-DAIGA_S36_E1-50",9,19,2,1,9,19,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"3129","SM-DAIGA_S37_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"3130","SM-DAIGA_S38_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"3131","SM-DAIGA_S39_E1-50",12,8,3,2,12,8,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"3132","SM-DAIGA_S40_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"3133","SM-DAIGA_S41_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"3134","SM-DAIGA_S42_E1-50",12,8,3,2,12,8,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"3135","SM-DAIGA_S43_E1-50",3,16,14,7,3,16,14,6,3,16,14,7,3,16,14,9,3,16,14,8
"3136","SM-DAIGA_S44_E1-50",9,14,2,1,9,14,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"3137","SM-DAIGA_S45_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"3138","SM-DAIGA_S46_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"3139","SM-DAIGA_S47_E1-50",9,14,2,1,9,14,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"3140","SM-DAIGA_S48_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"3141","SM-DAIGA_S49_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"3142","SM-DAIGA_S50_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"3143","SM-DAIGA_S51_E1-50",2,15,1,6,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3144","SM-DAIGA_S52_E1-50",2,15,11,6,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3145","SM-DAIGA_S53_E1-50",2,13,1,4,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3146","SM-DAIGA_S54_E1-50",2,22,1,9,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3147","SM-DAIGA_S55_E1-50",2,22,1,9,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3148","SM-DAIGA_S56_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"3149","SM-DAIGA_S66_E1-50",2,15,11,6,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3150","SM-DAIGA_S67_E1-50",22,7,25,-1,22,7,25,-1,22,7,25,-1,22,7,25,-1,22,7,25,-1
"3151","SM-DAIGA_S68_E1-50",2,13,1,4,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3152","SM-DAIGA_S69_E1-50",2,22,26,9,2,13,26,1,2,11,1,1,2,11,1,1,1,11,1,1
"3153","SM-DAIGA_S70_E1-50",2,22,1,9,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3154","SM-DAIGA_S71_E1-50",2,15,11,6,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3155","SM-DAIGA_S72_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"3156","SM-DAIGJ_S01_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"3157","SM-DAIGJ_S02_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"3158","SM-DAIGJ_S03_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"3159","SM-DAIGJ_S04_E1-50",2,15,1,6,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3160","SM-DAIGJ_S05_E1-50",2,22,1,9,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3161","SM-DAIGJ_S06_E1-50",2,13,1,4,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3162","SM-DAIGJ_S07_E1-50",2,22,1,9,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3163","SM-DAIGJ_S08_E1-50",14,21,10,8,14,21,10,7,14,21,10,8,14,21,10,5,14,21,10,5
"3164","SM-DAIGJ_S09_E1-50",2,22,1,9,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3165","SM-DAIGJ_S10_E1-50",2,15,11,6,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3166","SM-DAIGJ_S11_E1-50",2,15,11,6,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3167","SM-DAIGJ_S12_E1-50",2,13,1,4,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3168","SM-DAIGJ_S13_E1-50",2,15,11,6,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3169","SM-DAIGJ_S14_E1-50",2,15,11,6,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3170","SM-DAIGJ_S15_E1-50",2,22,1,9,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
"3171","SM-DAIGJ_S16_E1-50",27,10,4,3,27,10,4,4,27,10,4,4,27,10,4,6,25,10,4,7
"3172","SM-DAIGJ_S17_E1-50",2,15,1,6,2,13,1,1,2,11,1,1,2,11,1,1,1,11,1,1
