"","cells","sc3.Initial","Monocle.Initial","Seurat.Initial","Consensus.Initial","sc3.33","Monocle.33","Seurat.33","Consensus.33","sc3.66","Monocle.66","Seurat.66","Consensus.66","sc3.90","Monocle.90","Seurat.90","Consensus.90","sc3.Final","Monocle.Final","Seurat.Final","Consensus.Final"
"2676","SM-GE64F_S074_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2677","SM-GE64F_S075_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2678","SM-GE64F_S076_E1-50",25,21,14,16,25,21,14,15,25,21,14,15,25,21,14,14,25,21,14,15
"2679","SM-GE64F_S077_E1-50",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2680","SM-GE64F_S078_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"2681","SM-GE64F_S080_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2682","SM-GE64F_S081_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"2683","SM-GE64F_S082_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"2684","SM-GE64F_S083_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2685","SM-GE64F_S084_E1-50",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2686","SM-GE64F_S085_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2687","SM-GE64F_S087_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2688","SM-GE64F_S088_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"2689","SM-GE64F_S089_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"2690","SM-GE64F_S090_E1-50",2,7,1,-1,2,7,1,-1,2,1,1,1,2,1,1,-1,1,1,1,1
"2691","SM-GE64F_S091_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"2692","SM-GE64F_S094_E1-50",18,14,13,14,18,14,13,13,18,14,13,13,18,14,13,12,18,14,13,12
"2693","SM-GE64F_S095_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"2694","SM-GE64F_S096_E1-50",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2695","SM-GE63Z_S001_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2696","SM-GE63Z_S003_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2697","SM-GE63Z_S004_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2698","SM-GE63Z_S006_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2699","SM-GE63Z_S007_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"2700","SM-GE63Z_S008_E1-50",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2701","SM-GE63Z_S010_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"2702","SM-GE63Z_S011_E1-50",20,23,8,15,20,23,8,14,20,23,8,14,20,23,8,13,3,23,8,14
"2703","SM-GE63Z_S013_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"2704","SM-GE63Z_S014_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"2705","SM-GE63Z_S015_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2706","SM-GE63Z_S016_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"2707","SM-GE63Z_S017_E1-50",6,18,2,1,6,18,2,2,6,18,2,2,6,18,2,2,6,18,2,2
"2708","SM-GE63Z_S018_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"2709","SM-GE63Z_S019_E1-50",25,11,14,16,25,1,14,15,25,1,14,15,25,1,14,14,25,1,14,15
"2710","SM-GE63Z_S020_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"2711","SM-GE63Z_S021_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2712","SM-GE63Z_S022_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2713","SM-GE63Z_S023_E1-50",20,23,8,15,20,23,8,14,20,23,8,14,20,23,8,13,3,23,8,14
"2714","SM-GE63Z_S024_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"2715","SM-GE63Z_S025_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2716","SM-GE63Z_S027_E1-50",18,14,13,14,18,14,13,13,18,14,13,13,18,14,13,12,18,14,13,12
"2717","SM-GE63Z_S028_E1-50",3,15,8,17,3,15,8,16,3,15,8,-1,3,15,8,15,3,15,8,16
"2718","SM-GE63Z_S029_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2719","SM-GE63Z_S030_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2720","SM-GE63Z_S031_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2721","SM-GE63Z_S032_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2722","SM-GE63Z_S033_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"2723","SM-GE63Z_S034_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2724","SM-GE63Z_S035_E1-50",18,14,13,14,18,14,13,13,18,14,13,13,18,14,13,12,18,14,13,12
"2725","SM-GE63Z_S036_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2726","SM-GE63Z_S037_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2727","SM-GE63Z_S038_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2728","SM-GE63Z_S039_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2729","SM-GE63Z_S040_E1-50",8,13,3,13,8,13,3,12,8,13,3,12,8,13,3,3,8,2,3,3
"2730","SM-GE63Z_S041_E1-50",23,8,17,18,23,8,17,17,23,8,17,16,23,8,17,16,23,5,16,13
"2731","SM-GE63Z_S043_E1-50",23,5,17,-1,23,5,17,-1,23,5,17,-1,23,5,17,-1,23,5,16,13
"2732","SM-GE63Z_S044_E1-50",21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1
"2733","SM-GE63Z_S045_E1-50",23,8,16,18,23,8,16,17,23,8,16,16,23,8,16,16,23,5,16,13
"2734","SM-GE63Z_S046_E1-50",21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1
"2735","SM-GE63Z_S047_E1-50",23,8,17,18,23,8,17,17,23,8,17,16,23,8,17,16,23,5,16,13
"2736","SM-GE63Z_S048_E1-50",23,8,16,18,23,8,16,17,23,8,16,16,23,8,16,16,23,5,16,13
"2737","SM-GE63Z_S057_E1-50",23,8,16,18,23,8,16,17,23,8,16,16,23,8,16,16,23,5,16,13
"2738","SM-GE63Z_S058_E1-50",23,8,8,18,23,8,8,17,23,8,8,16,23,8,8,16,23,5,8,13
"2739","SM-GE63Z_S059_E1-50",23,8,16,18,23,8,16,17,23,8,16,16,23,8,16,16,23,5,16,13
"2740","SM-GE63Z_S061_E1-50",23,8,8,18,23,8,8,17,23,8,8,16,23,8,8,16,23,5,8,13
"2741","SM-GE63Z_S063_E1-50",21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1
"2742","SM-GE63Z_S064_E1-50",23,8,17,18,23,8,17,17,23,8,17,16,23,8,17,16,23,5,16,13
"2743","SM-GE63Z_S065_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"2744","SM-GE63Z_S066_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"2745","SM-GE63Z_S067_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2746","SM-GE63Z_S068_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2747","SM-GE63Z_S069_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2748","SM-GE63Z_S070_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"2749","SM-GE63Z_S071_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"2750","SM-GE63Z_S073_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2751","SM-GE63Z_S074_E1-50",5,11,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2752","SM-GE63Z_S075_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2753","SM-GE63Z_S076_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"2754","SM-GE63Z_S077_E1-50",28,12,6,4,28,9,6,3,28,9,6,3,28,9,6,5,28,9,6,7
"2755","SM-GE63Z_S078_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2756","SM-GE63Z_S079_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2757","SM-GE63Z_S080_E1-50",24,17,12,11,24,17,12,10,24,17,12,10,24,17,12,10,24,17,12,10
"2758","SM-GE63Z_S081_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2759","SM-GE63Z_S082_E1-50",18,14,13,14,18,14,13,13,18,14,13,13,18,14,13,12,18,14,13,12
"2760","SM-GE63Z_S083_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2761","SM-GE63Z_S084_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"2762","SM-GE63Z_S085_E1-50",10,4,5,6,10,4,5,5,10,4,5,5,10,4,5,4,10,4,5,4
"2763","SM-GE63Z_S086_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2764","SM-GE63Z_S087_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2765","SM-GE63Z_S088_E1-50",18,14,13,14,18,14,13,13,18,14,13,13,18,14,13,12,18,14,13,12
"2766","SM-GE63Z_S089_E1-50",18,14,13,14,18,14,13,13,18,14,13,13,18,14,13,12,18,14,13,12
"2767","SM-GE63Z_S090_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"2768","SM-GE63Z_S091_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"2769","SM-GE63Z_S092_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"2770","SM-GE63Z_S094_E1-50",2,7,1,-1,2,7,1,-1,2,1,1,1,2,1,1,-1,1,1,1,1
"2771","SM-GE63Z_S095_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2772","SM-GE63Z_S096_E1-50",9,13,3,13,9,13,3,12,9,13,3,12,8,13,3,3,8,2,3,3
"2773","SM-GE63Z_S097_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2774","SM-GE63Z_S098_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2775","SM-GE63Z_S099_E1-50",28,9,6,4,28,9,6,3,28,9,6,3,28,9,6,5,28,9,6,7
"2776","SM-GE63Z_S100_E1-50",18,14,13,14,18,14,13,13,18,14,13,13,18,14,13,12,18,14,13,12
"2777","SM-GE63Z_S101_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"2778","SM-GE63Z_S102_E1-50",24,17,12,11,24,17,12,10,24,17,12,10,24,17,12,10,24,17,12,10
"2779","SM-GE63Z_S103_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2780","SM-GE63Z_S104_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2781","SM-GE63Z_S105_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2782","SM-GE63Z_S106_E1-50",10,4,5,6,10,4,5,5,10,4,5,5,10,4,5,4,10,4,5,4
"2783","SM-GE63Z_S107_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2784","SM-GE63Z_S108_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2785","SM-GE63Z_S109_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2786","SM-GE63Z_S110_E1-50",10,4,5,6,10,4,5,5,10,4,5,5,10,4,5,4,10,4,5,4
"2787","SM-GE63Z_S111_E1-50",25,11,14,16,25,1,14,15,25,1,14,15,25,1,14,14,25,1,14,15
"2788","SM-GE63Z_S112_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"2789","SM-GE63Z_S113_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2790","SM-GE63Z_S114_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"2791","SM-GE63Z_S115_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2792","SM-GE63Z_S116_E1-50",25,21,14,16,25,21,14,15,25,21,14,15,25,21,14,14,25,21,14,15
"2793","SM-GE63Z_S117_E1-50",24,17,12,11,24,17,12,10,24,17,12,10,24,17,12,10,24,17,12,10
"2794","SM-GE63Z_S118_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2795","SM-GE63Z_S119_E1-50",18,14,13,14,18,14,13,13,18,14,13,13,18,14,13,12,18,14,13,12
"2796","SM-GE63Z_S120_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2797","SM-GE63Z_S121_E1-50",20,23,8,15,20,23,8,14,20,23,8,14,20,23,8,13,3,23,8,14
"2798","SM-GE63Z_S122_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2799","SM-GE63Z_S123_E1-50",24,17,12,11,24,17,12,10,24,17,12,10,24,17,12,10,24,17,12,10
"2800","SM-GE63Z_S124_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"2801","SM-GE63Z_S125_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"2802","SM-GE63Z_S126_E1-50",28,18,8,-1,28,18,8,-1,28,18,8,-1,28,18,8,-1,28,18,8,-1
"2803","SM-GE63Z_S127_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2804","SM-GE63Z_S128_E1-50",10,4,5,6,10,4,5,5,10,4,5,5,10,4,5,4,10,4,5,4
"2805","SM-GE63Z_S129_E1-50",3,15,8,17,3,15,8,16,3,15,8,-1,3,15,8,15,3,15,8,16
"2806","SM-GE63Z_S130_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2807","SM-GE63Z_S131_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2808","SM-GE63Z_S132_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"2809","SM-GE63Z_S133_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2810","SM-GE63Z_S134_E1-50",27,2,4,8,27,2,4,7,27,2,4,7,27,2,4,7,26,2,4,5
"2811","SM-GE63Z_S135_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"2812","SM-GE63Z_S136_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2813","SM-GE63Z_S137_E1-50",23,8,16,18,23,8,16,17,23,8,16,16,23,8,16,16,23,5,16,13
"2814","SM-GE63Z_S138_E1-50",21,5,15,-1,21,5,15,-1,21,5,15,-1,21,5,15,-1,21,5,15,-1
"2815","SM-GE63Z_S141_E1-50",23,8,17,18,23,8,17,17,23,8,17,16,23,8,17,16,23,5,16,13
"2816","SM-GE63Z_S142_E1-50",23,8,17,18,23,8,17,17,23,8,17,16,23,8,17,16,23,5,16,13
"2817","SM-GE63Z_S143_E1-50",23,8,17,18,23,8,17,17,23,8,17,16,23,8,17,16,23,5,16,13
"2818","SM-GE63Z_S144_E1-50",23,8,16,18,23,8,16,17,23,8,16,16,23,8,16,16,23,5,16,13
"2819","SM-GE63Z_S145_E1-50",23,8,8,18,23,8,8,17,23,8,8,16,23,8,8,16,23,5,8,13
"2820","SM-GE63Z_S146_E1-50",23,8,16,18,23,8,16,17,23,8,16,16,23,8,16,16,23,5,16,13
"2821","SM-GE63Z_S147_E1-50",21,5,15,-1,21,5,15,-1,21,5,15,-1,21,5,15,-1,21,5,15,-1
"2822","SM-GE63Z_S148_E1-50",21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1
"2823","SM-GE63Z_S149_E1-50",23,8,16,18,23,8,16,17,23,8,16,16,23,8,16,16,23,5,16,13
"2824","SM-GE63Z_S150_E1-50",23,8,8,18,23,8,8,17,23,8,8,16,23,8,8,16,23,5,8,13
"2825","SM-GE63Z_S151_E1-50",21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1
"2826","SM-GE63Z_S153_E1-50",18,14,13,14,18,14,13,13,18,14,13,13,18,14,13,12,18,14,13,12
"2827","SM-GE63Z_S154_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"2828","SM-GE63Z_S155_E1-50",28,9,6,4,28,9,6,3,28,9,6,3,28,9,6,5,28,9,6,7
"2829","SM-GE63Z_S156_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"2830","SM-GE63Z_S157_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"2831","SM-GE63Z_S158_E1-50",25,15,14,16,25,15,14,15,25,15,14,15,25,15,14,14,25,15,14,15
"2832","SM-GE63Z_S159_E1-50",3,15,8,17,3,15,8,16,3,15,8,-1,3,15,8,15,3,15,8,16
"2833","SM-GE63Z_S160_E1-50",28,9,6,4,28,9,6,3,28,9,6,3,28,9,6,5,28,9,6,7
"2834","SM-GE63Z_S169_E1-50",8,13,2,-1,8,13,2,-1,8,13,2,-1,8,13,2,-1,8,2,2,-1
"2835","SM-GE63Z_S170_E1-50",20,23,8,15,20,23,8,14,20,23,8,14,20,23,8,13,3,23,8,14
"2836","SM-GE63Z_S171_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"2837","SM-GE63Z_S172_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2838","SM-GE63Z_S174_E1-50",13,16,11,-1,13,16,11,-1,13,16,11,-1,13,16,11,-1,12,16,11,8
"2839","SM-GE63Z_S175_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"2840","SM-GE63Z_S176_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2841","SM-GE63Z_S177_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2842","SM-GE63Z_S178_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2843","SM-GE63Z_S179_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2844","SM-GE63Z_S180_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2845","SM-GE63Z_S181_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"2846","SM-GE63Z_S182_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2847","SM-GE63Z_S184_E1-50",9,13,4,-1,9,13,4,-1,9,13,4,-1,8,13,4,-1,8,2,4,-1
"2848","SM-GE63Z_S185_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2849","SM-GE63Z_S186_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2850","SM-GE63Z_S187_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"2851","SM-GE63Z_S188_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"2852","SM-GE63Z_S189_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2853","SM-GE63Z_S190_E1-50",9,13,3,13,9,13,3,12,9,13,3,12,8,13,3,3,8,2,3,3
"2854","SM-GE63Z_S191_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2855","SM-GE63Z_S192_E1-50",5,15,8,17,1,15,8,16,1,15,8,17,1,15,8,15,1,15,8,16
"2856","SM-GE641_S001_E1-50",5,11,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2857","SM-GE641_S002_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2858","SM-GE641_S003_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"2859","SM-GE641_S004_E1-50",8,9,3,-1,8,9,3,-1,8,9,3,-1,8,9,3,3,8,9,3,-1
"2860","SM-GE641_S005_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2861","SM-GE641_S006_E1-50",18,14,13,14,18,14,13,13,18,14,13,13,18,14,13,12,18,14,13,12
"2862","SM-GE641_S007_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2863","SM-GE641_S008_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2864","SM-GE641_S009_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2865","SM-GE641_S010_E1-50",26,13,4,-1,26,13,4,-1,26,13,4,-1,26,13,4,-1,26,2,4,5
"2866","SM-GE641_S011_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"2867","SM-GE641_S012_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2868","SM-GE641_S013_E1-50",25,21,14,16,25,21,14,15,25,21,14,15,25,21,14,14,25,21,14,15
"2869","SM-GE641_S014_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"2870","SM-GE641_S015_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"2871","SM-GE641_S017_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"2872","SM-GE641_S018_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2873","SM-GE641_S019_E1-50",28,18,4,-1,28,18,4,-1,28,18,4,-1,28,18,4,-1,28,18,4,-1
"2874","SM-GE641_S020_E1-50",27,13,4,8,27,13,4,7,27,13,4,7,27,13,4,7,26,2,4,5
"2875","SM-GE641_S021_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"2876","SM-GE641_S022_E1-50",18,14,13,14,18,14,13,13,18,14,13,13,18,14,13,12,18,14,13,12
"2877","SM-GE641_S023_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2878","SM-GE641_S024_E1-50",8,13,3,13,8,13,3,12,8,13,3,12,8,13,3,3,8,2,3,3
"2879","SM-GE641_S025_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2880","SM-GE641_S026_E1-50",18,14,13,14,18,14,13,13,18,14,13,13,18,14,13,12,18,14,13,12
"2881","SM-GE641_S027_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2882","SM-GE641_S028_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"2883","SM-GE641_S029_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2884","SM-GE641_S030_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2885","SM-GE641_S031_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"2886","SM-GE641_S032_E1-50",1,7,1,2,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2887","SM-GE641_S034_E1-50",23,8,16,18,23,8,16,17,23,8,16,16,23,8,16,16,23,5,16,13
"2888","SM-GE641_S035_E1-50",23,8,16,18,23,8,16,17,23,8,16,16,23,8,16,16,23,5,16,13
"2889","SM-GE641_S036_E1-50",23,8,8,18,23,8,8,17,23,8,8,16,23,8,8,16,23,5,8,13
"2890","SM-GE641_S037_E1-50",21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1
"2891","SM-GE641_S038_E1-50",23,5,17,-1,23,5,17,-1,23,5,17,-1,23,5,17,-1,23,5,16,13
"2892","SM-GE641_S039_E1-50",23,8,16,18,23,8,16,17,23,8,16,16,23,8,16,16,23,5,16,13
"2893","SM-GE641_S040_E1-50",23,8,17,18,23,8,17,17,23,8,17,16,23,8,17,16,23,5,16,13
"2894","SM-GE641_S041_E1-50",21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1
"2895","SM-GE641_S043_E1-50",23,8,16,18,23,8,16,17,23,8,16,16,23,8,16,16,23,5,16,13
"2896","SM-GE641_S045_E1-50",23,8,16,18,23,8,16,17,23,8,16,16,23,8,16,16,23,5,16,13
"2897","SM-GE641_S047_E1-50",21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1,21,6,15,-1
"2898","SM-GE641_S048_E1-50",23,8,16,18,23,8,16,17,23,8,16,16,23,8,16,16,23,5,16,13
"2899","SM-GE641_S049_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"2900","SM-GE641_S050_E1-50",5,7,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2901","SM-GE641_S051_E1-50",5,15,1,3,1,15,1,1,1,15,1,17,1,15,1,1,1,15,1,1
"2902","SM-GE641_S052_E1-50",8,13,3,13,8,13,3,12,8,13,3,12,8,13,3,3,8,2,3,3
