"","cells","sc3.Initial","Monocle.Initial","Seurat.Initial","Consensus.Initial","sc3.33","Monocle.33","Seurat.33","Consensus.33","sc3.66","Monocle.66","Seurat.66","Consensus.66","sc3.90","Monocle.90","Seurat.90","Consensus.90","sc3.Final","Monocle.Final","Seurat.Final","Consensus.Final"
"1070","SM-GE64I_S192_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"1071","SM-GE64J_S001_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1072","SM-GE64J_S004_E1-50",27,2,4,8,27,2,4,7,27,2,4,7,27,2,4,7,26,2,4,5
"1073","SM-GE64J_S005_E1-50",18,14,13,14,18,14,13,13,18,14,13,13,18,14,13,12,18,14,13,12
"1074","SM-GE64J_S006_E1-50",24,17,12,11,24,17,12,10,24,17,12,10,24,17,12,10,24,17,12,10
"1075","SM-GE64J_S008_E1-50",24,17,12,11,24,17,12,10,24,17,12,10,24,17,12,10,24,17,12,10
"1076","SM-GE64J_S009_E1-50",18,14,13,14,18,14,13,13,18,14,13,13,18,14,13,12,18,14,13,12
"1077","SM-GE64J_S010_E1-50",24,17,12,11,24,17,12,10,24,17,12,10,24,17,12,10,24,17,12,10
"1078","SM-GE64J_S011_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1079","SM-GE64J_S013_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"1080","SM-GE64J_S014_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1081","SM-GE64J_S015_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"1082","SM-GE64J_S018_E1-50",18,14,13,14,18,14,13,13,18,14,13,13,18,14,13,12,18,14,13,12
"1083","SM-GE64J_S021_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"1084","SM-GE64J_S022_E1-50",27,2,4,8,27,2,4,7,27,2,4,7,27,2,4,7,26,2,4,5
"1085","SM-GE64J_S023_E1-50",20,23,8,15,20,23,8,14,20,23,8,14,20,23,8,13,3,23,8,14
"1086","SM-GE64J_S024_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"1087","SM-GE64J_S025_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1088","SM-GE64J_S026_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"1089","SM-GE64J_S027_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1090","SM-GE64J_S028_E1-50",6,18,2,1,6,18,2,2,6,18,2,2,6,18,2,2,6,18,2,2
"1091","SM-GE64J_S029_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1092","SM-GE64J_S030_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1093","SM-GE64J_S031_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1094","SM-GE64J_S032_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1095","SM-GE64J_S033_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"1096","SM-GE64J_S034_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1097","SM-GE64J_S035_E1-50",10,4,5,6,10,4,5,5,10,4,5,5,10,4,5,4,10,4,5,4
"1098","SM-GE64J_S036_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1099","SM-GE64J_S037_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1100","SM-GE64J_S038_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1101","SM-GE64J_S039_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1102","SM-GE64J_S040_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1103","SM-GE64J_S041_E1-50",22,16,11,12,22,16,11,11,22,16,11,11,22,16,11,11,22,16,11,11
"1104","SM-GE64J_S042_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"1105","SM-GE64J_S043_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"1106","SM-GE64J_S044_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"1107","SM-GE64J_S045_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1108","SM-GE64J_S046_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1109","SM-GE64J_S047_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"1110","SM-GE64J_S048_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1111","SM-GE64J_S057_E1-50",5,15,8,17,1,15,8,16,1,15,8,17,1,15,8,15,1,15,8,16
"1112","SM-GE64J_S059_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1113","SM-GE64J_S061_E1-50",24,17,12,11,24,17,12,10,24,17,12,10,24,17,12,10,24,17,12,10
"1114","SM-GE64J_S062_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1115","SM-GE64J_S063_E1-50",24,17,12,11,24,17,12,10,24,17,12,10,24,17,12,10,24,17,12,10
"1116","SM-GE64J_S064_E1-50",24,17,12,11,24,17,12,10,24,17,12,10,24,17,12,10,24,17,12,10
"1117","SM-GE64J_S065_E1-50",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1118","SM-GE64J_S066_E1-50",24,17,12,11,24,17,12,10,24,17,12,10,24,17,12,10,24,17,12,10
"1119","SM-GE64J_S067_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"1120","SM-GE64J_S068_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1121","SM-GE64J_S069_E1-50",3,15,8,17,3,15,8,16,3,15,8,-1,3,15,8,15,3,15,8,16
"1122","SM-GE64J_S070_E1-50",24,17,12,11,24,17,12,10,24,17,12,10,24,17,12,10,24,17,12,10
"1123","SM-GE64J_S071_E1-50",24,17,12,11,24,17,12,10,24,17,12,10,24,17,12,10,24,17,12,10
"1124","SM-GE64J_S072_E1-50",11,20,5,-1,11,20,5,-1,11,20,5,-1,10,4,5,4,10,4,5,4
"1125","SM-GE64J_S073_E1-50",5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1126","SM-GE64J_S074_E1-50",4,1,1,-1,4,1,1,-1,4,1,1,1,1,1,1,1,1,1,1,1
"1127","SM-GE64J_S075_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"1128","SM-GE64J_S076_E1-50",3,15,8,17,3,15,8,16,3,15,8,-1,3,15,8,15,3,15,8,16
"1129","SM-GE64J_S077_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"1130","SM-GE64J_S078_E1-50",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1131","SM-GE64J_S079_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1132","SM-GE64J_S080_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1133","SM-GE64J_S081_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1134","SM-GE64J_S082_E1-50",25,21,14,16,25,21,14,15,25,21,14,15,25,21,14,14,25,21,14,15
"1135","SM-GE64J_S083_E1-50",25,15,14,16,25,15,14,15,25,15,14,15,25,15,14,14,25,15,14,15
"1136","SM-GE64J_S084_E1-50",25,15,14,16,25,15,14,15,25,15,14,15,25,15,14,14,25,15,14,15
"1137","SM-GE64J_S085_E1-50",25,15,14,16,25,15,14,15,25,15,14,15,25,15,14,14,25,15,14,15
"1138","SM-GE64J_S086_E1-50",20,23,8,15,20,23,8,14,20,23,8,14,20,23,8,13,3,23,8,14
"1139","SM-GE64J_S087_E1-50",25,21,14,16,25,21,14,15,25,21,14,15,25,21,14,14,25,21,14,15
"1140","SM-GE64J_S088_E1-50",25,21,14,16,25,21,14,15,25,21,14,15,25,21,14,14,25,21,14,15
"1141","SM-GE64J_S089_E1-50",1,15,1,2,1,15,1,1,1,15,1,17,1,15,1,1,1,15,1,1
"1142","SM-GE64J_S090_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1143","SM-GE64J_S091_E1-50",25,21,14,16,25,21,14,15,25,21,14,15,25,21,14,14,25,21,14,15
"1144","SM-GE64J_S092_E1-50",25,21,14,16,25,21,14,15,25,21,14,15,25,21,14,14,25,21,14,15
"1145","SM-GE64J_S093_E1-50",25,11,14,16,25,1,14,15,25,1,14,15,25,1,14,14,25,1,14,15
"1146","SM-GE64J_S094_E1-50",25,21,14,16,25,21,14,15,25,21,14,15,25,21,14,14,25,21,14,15
"1147","SM-GE64J_S095_E1-50",1,15,8,17,1,15,8,16,1,15,8,17,1,15,8,15,1,15,8,16
"1148","SM-GE64J_S096_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1149","SM-GE64J_S097_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"1150","SM-GE64J_S098_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1151","SM-GE64J_S099_E1-50",11,20,5,-1,11,20,5,-1,11,20,5,-1,10,4,5,4,10,4,5,4
"1152","SM-GE64J_S100_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1153","SM-GE64J_S101_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1154","SM-GE64J_S102_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"1155","SM-GE64J_S103_E1-50",6,18,2,1,6,18,2,2,6,18,2,2,6,18,2,2,6,18,2,2
"1156","SM-GE64J_S104_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1157","SM-GE64J_S105_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"1158","SM-GE64J_S106_E1-50",22,3,11,12,22,3,11,11,22,3,11,11,22,3,11,11,22,3,11,11
"1159","SM-GE64J_S107_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1160","SM-GE64J_S108_E1-50",8,13,8,-1,8,13,8,-1,8,13,8,-1,8,13,8,-1,8,2,8,-1
"1161","SM-GE64J_S109_E1-50",10,4,5,6,10,4,5,5,10,4,5,5,10,4,5,4,10,4,5,4
"1162","SM-GE64J_S110_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"1163","SM-GE64J_S111_E1-50",22,3,11,12,22,3,11,11,22,3,11,11,22,3,11,11,22,3,11,11
"1164","SM-GE64J_S112_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"1165","SM-GE64J_S113_E1-50",6,2,2,1,6,2,2,2,6,2,2,2,6,2,2,2,6,2,2,2
"1166","SM-GE64J_S114_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"1167","SM-GE64J_S115_E1-50",17,20,7,5,17,20,7,4,17,20,7,4,17,4,7,6,16,4,7,6
"1168","SM-GE64J_S116_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1169","SM-GE64J_S117_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"1170","SM-GE64J_S118_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"1171","SM-GE64J_S119_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1172","SM-GE64J_S120_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1173","SM-GE64J_S121_E1-50",22,16,11,12,22,16,11,11,22,16,11,11,22,16,11,11,22,16,11,11
"1174","SM-GE64J_S122_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1175","SM-GE64J_S123_E1-50",8,13,3,13,8,13,3,12,8,13,3,12,8,13,3,3,8,2,3,3
"1176","SM-GE64J_S124_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1177","SM-GE64J_S125_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1178","SM-GE64J_S126_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1179","SM-GE64J_S127_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1180","SM-GE64J_S128_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1181","SM-GE64J_S129_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1182","SM-GE64J_S131_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1183","SM-GE64J_S132_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1184","SM-GE64J_S133_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1185","SM-GE64J_S134_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1186","SM-GE64J_S135_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1187","SM-GE64J_S136_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1188","SM-GE64J_S137_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"1189","SM-GE64J_S138_E1-50",11,20,5,-1,11,20,5,-1,11,20,5,-1,10,4,5,4,10,4,5,4
"1190","SM-GE64J_S139_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"1191","SM-GE64J_S140_E1-50",11,20,5,-1,11,20,5,-1,11,20,5,-1,10,4,5,4,10,4,5,4
"1192","SM-GE64J_S141_E1-50",10,4,5,6,10,4,5,5,10,4,5,5,10,4,5,4,10,4,5,4
"1193","SM-GE64J_S142_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"1194","SM-GE64J_S143_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"1195","SM-GE64J_S144_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"1196","SM-GE64J_S145_E1-50",20,23,8,15,20,23,8,14,20,23,8,14,20,23,8,13,3,23,8,14
"1197","SM-GE64J_S146_E1-50",8,13,8,-1,8,13,8,-1,8,13,8,-1,8,13,8,-1,8,2,8,-1
"1198","SM-GE64J_S147_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"1199","SM-GE64J_S148_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"1200","SM-GE64J_S149_E1-50",8,13,8,-1,8,13,8,-1,8,13,8,-1,8,13,8,-1,8,2,8,-1
"1201","SM-GE64J_S150_E1-50",8,23,8,15,8,23,8,14,8,23,8,14,8,23,8,13,8,23,8,14
"1202","SM-GE64J_S151_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"1203","SM-GE64J_S152_E1-50",17,20,7,5,17,20,7,4,17,20,7,4,17,4,7,6,16,4,7,6
"1204","SM-GE64J_S161_E1-50",22,3,11,12,22,3,11,11,22,3,11,11,22,3,11,11,22,3,11,11
"1205","SM-GE64J_S162_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"1206","SM-GE64J_S163_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"1207","SM-GE64J_S164_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"1208","SM-GE64J_S165_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"1209","SM-GE64J_S166_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"1210","SM-GE64J_S167_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"1211","SM-GE64J_S168_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"1212","SM-GE64J_S169_E1-50",8,13,3,13,8,13,3,12,8,13,3,12,8,13,3,3,8,2,3,3
"1213","SM-GE64J_S170_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1214","SM-GE64J_S171_E1-50",18,14,13,14,18,14,13,13,18,14,13,13,18,14,13,12,18,14,13,12
"1215","SM-GE64J_S172_E1-50",10,4,5,6,10,4,5,5,10,4,5,5,10,4,5,4,10,4,5,4
"1216","SM-GE64J_S173_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1217","SM-GE64J_S174_E1-50",24,17,12,11,24,17,12,10,24,17,12,10,24,17,12,10,24,17,12,10
"1218","SM-GE64J_S175_E1-50",9,2,3,7,9,2,3,6,9,2,3,6,8,2,3,3,8,2,3,3
"1219","SM-GE64J_S176_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1220","SM-GE64J_S178_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1221","SM-GE64J_S181_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"1222","SM-GE64J_S182_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1223","SM-GE64J_S183_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1224","SM-GE64J_S184_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1225","SM-GE64J_S185_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1226","SM-GE64J_S186_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1227","SM-GE64J_S187_E1-50",26,10,4,-1,26,10,4,-1,26,10,4,-1,26,10,4,-1,26,10,4,5
"1228","SM-GE64J_S188_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1229","SM-GE64J_S189_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1230","SM-GE64J_S190_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1231","SM-GE64J_S191_E1-50",27,10,4,8,27,10,4,7,27,10,4,7,27,10,4,7,26,10,4,5
"1232","SM-GE64J_S192_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1233","SM-GE64K_S001_E1-50",14,13,2,-1,14,13,2,-1,14,13,2,-1,14,13,2,-1,6,2,2,2
"1234","SM-GE64K_S002_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"1235","SM-GE64K_S003_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"1236","SM-GE64K_S004_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1237","SM-GE64K_S005_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"1238","SM-GE64K_S006_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"1239","SM-GE64K_S007_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1240","SM-GE64K_S008_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1241","SM-GE64K_S009_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1242","SM-GE64K_S010_E1-50",8,13,3,13,8,13,3,12,8,13,3,12,8,13,3,3,8,2,3,3
"1243","SM-GE64K_S011_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1244","SM-GE64K_S012_E1-50",22,3,11,12,22,3,11,11,22,3,11,11,22,3,11,11,22,3,11,11
"1245","SM-GE64K_S013_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1246","SM-GE64K_S014_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"1247","SM-GE64K_S015_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"1248","SM-GE64K_S016_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1249","SM-GE64K_S017_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"1250","SM-GE64K_S018_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"1251","SM-GE64K_S019_E1-50",28,22,6,4,28,22,6,3,28,22,6,3,28,22,6,5,28,22,6,7
"1252","SM-GE64K_S020_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"1253","SM-GE64K_S021_E1-50",1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1254","SM-GE64K_S022_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"1255","SM-GE64K_S024_E1-50",22,3,11,12,22,3,11,11,22,3,11,11,22,3,11,11,22,3,11,11
"1256","SM-GE64K_S025_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1257","SM-GE64K_S026_E1-50",6,23,2,1,6,23,2,2,6,23,2,2,6,23,2,2,6,23,2,2
"1258","SM-GE64K_S027_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1259","SM-GE64K_S028_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1260","SM-GE64K_S029_E1-50",20,23,8,15,20,23,8,14,20,23,8,14,20,23,8,13,3,23,8,14
"1261","SM-GE64K_S030_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1262","SM-GE64K_S031_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1263","SM-GE64K_S032_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1264","SM-GE64K_S033_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"1265","SM-GE64K_S034_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"1266","SM-GE64K_S035_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1267","SM-GE64K_S036_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1268","SM-GE64K_S037_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1269","SM-GE64K_S038_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1270","SM-GE64K_S039_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1271","SM-GE64K_S040_E1-50",8,2,3,7,8,2,3,6,8,2,3,6,8,2,3,3,8,2,3,3
"1272","SM-GE64K_S041_E1-50",8,2,2,-1,8,2,2,-1,8,2,2,-1,8,2,2,-1,8,2,2,-1
"1273","SM-GE64K_S042_E1-50",6,12,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1274","SM-GE64K_S043_E1-50",20,23,8,15,20,23,8,14,20,23,8,14,20,23,8,13,3,23,8,14
"1275","SM-GE64K_S044_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1276","SM-GE64K_S045_E1-50",8,13,3,13,8,13,3,12,8,13,3,12,8,13,3,3,8,2,3,3
"1277","SM-GE64K_S046_E1-50",7,13,3,13,7,13,3,12,7,13,3,12,7,13,3,-1,6,2,3,3
"1278","SM-GE64K_S047_E1-50",6,9,2,1,6,9,2,2,6,9,2,2,6,9,2,2,6,9,2,2
"1279","SM-GE64K_S048_E1-50",9,2,4,-1,9,2,4,-1,9,2,4,-1,8,2,4,-1,8,2,4,-1
"1280","SM-GE64K_S049_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"1281","SM-GE64K_S050_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"1282","SM-GE64K_S051_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"1283","SM-GE64K_S052_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"1284","SM-GE64K_S053_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"1285","SM-GE64K_S054_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"1286","SM-GE64K_S055_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"1287","SM-GE64K_S056_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"1288","SM-GE64K_S057_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"1289","SM-GE64K_S058_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"1290","SM-GE64K_S059_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"1291","SM-GE64K_S060_E1-50",17,19,7,5,17,19,7,4,17,19,7,4,17,19,7,6,16,19,7,6
"1292","SM-GE64K_S061_E1-50",19,3,10,10,19,3,10,9,19,3,10,9,19,3,10,9,19,3,10,9
"1293","SM-GE64K_S062_E1-50",22,16,11,12,22,16,11,11,22,16,11,11,22,16,11,11,22,16,11,11
"1294","SM-GE64K_S063_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"1295","SM-GE64K_S064_E1-50",22,3,11,12,22,3,11,11,22,3,11,11,22,3,11,11,22,3,11,11
"1296","SM-GE64K_S073_E1-50",12,16,9,9,12,16,9,8,12,16,9,8,12,16,9,8,12,16,9,8
"1297","SM-GE64K_S074_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
"1298","SM-GE64K_S075_E1-50",10,20,5,6,10,20,5,5,10,20,5,5,10,4,5,4,10,4,5,4
