"","cells","sc3.Initial","Monocle.Initial","Seurat.Initial","sc3.33","Monocle.33","Seurat.33","sc3.66","Monocle.66","Seurat.66","sc3.90","Monocle.90","Seurat.90","sc3.Final","Monocle.Final","Seurat.Final"
"837","SM-GE64H_S091_E1-50",1,27,4,1,27,4,1,27,4,1,27,4,1,13,4
"838","SM-GE64H_S092_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"839","SM-GE64H_S093_E1-50",26,13,8,26,13,8,26,13,8,26,13,8,3,13,8
"840","SM-GE64H_S095_E1-50",6,31,2,6,31,2,6,31,2,6,31,2,6,31,2
"841","SM-GE64H_S096_E1-50",17,15,5,17,15,5,17,15,5,16,15,5,16,3,5
"842","SM-GE64H_S097_E1-50",22,14,14,22,14,14,22,14,14,22,14,14,22,14,14
"843","SM-GE64H_S098_E1-50",11,7,17,11,7,17,11,7,17,11,7,17,11,7,17
"844","SM-GE64H_S100_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"845","SM-GE64H_S101_E1-50",11,10,3,11,10,3,11,7,3,11,7,3,11,7,3
"846","SM-GE64H_S102_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"847","SM-GE64H_S103_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"848","SM-GE64H_S104_E1-50",30,27,7,30,27,7,30,27,7,30,27,7,30,13,7
"849","SM-GE64H_S106_E1-50",11,7,3,11,7,3,11,7,3,11,7,3,11,7,3
"850","SM-GE64H_S107_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"851","SM-GE64H_S108_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"852","SM-GE64H_S109_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"853","SM-GE64H_S111_E1-50",22,14,14,22,14,14,22,14,14,22,14,14,22,14,14
"854","SM-GE64H_S112_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"855","SM-GE64H_S113_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"856","SM-GE64H_S114_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"857","SM-GE64H_S115_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"858","SM-GE64H_S116_E1-50",22,14,14,22,14,14,22,14,14,22,14,14,22,14,14
"859","SM-GE64H_S117_E1-50",37,7,7,37,7,7,37,7,7,36,7,7,36,7,7
"860","SM-GE64H_S118_E1-50",14,17,17,14,17,17,14,17,17,14,17,17,14,17,17
"861","SM-GE64H_S120_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"862","SM-GE64H_S129_E1-50",10,10,1,8,10,1,8,7,1,8,7,1,8,7,1
"863","SM-GE64H_S130_E1-50",10,8,1,8,8,1,8,8,1,8,8,1,8,8,1
"864","SM-GE64H_S131_E1-50",9,24,1,9,24,1,9,7,1,8,7,1,8,7,1
"865","SM-GE64H_S133_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"866","SM-GE64H_S134_E1-50",37,12,7,37,12,7,37,12,7,36,12,7,36,12,7
"867","SM-GE64H_S135_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"868","SM-GE64H_S136_E1-50",27,26,8,27,26,8,27,26,8,27,26,8,3,13,8
"869","SM-GE64H_S137_E1-50",10,16,1,8,8,1,8,8,1,8,8,1,8,8,1
"870","SM-GE64H_S138_E1-50",10,8,1,8,8,1,8,8,1,8,8,1,8,8,1
"871","SM-GE64H_S139_E1-50",22,14,14,22,14,14,22,14,14,22,14,14,22,14,14
"872","SM-GE64H_S140_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"873","SM-GE64H_S141_E1-50",10,29,1,8,8,1,8,8,1,8,8,1,8,8,1
"874","SM-GE64H_S142_E1-50",9,29,1,9,8,1,9,8,1,8,8,1,8,8,1
"875","SM-GE64H_S143_E1-50",31,24,8,31,24,8,31,7,8,31,7,8,31,7,8
"876","SM-GE64H_S145_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"877","SM-GE64H_S146_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"878","SM-GE64H_S147_E1-50",23,9,10,23,9,10,23,9,10,23,9,10,23,4,10
"879","SM-GE64H_S148_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"880","SM-GE64H_S149_E1-50",12,7,1,12,7,1,11,7,1,11,7,1,11,7,1
"881","SM-GE64H_S150_E1-50",12,24,3,12,24,3,11,7,3,11,7,3,11,7,3
"882","SM-GE64H_S151_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"883","SM-GE64H_S152_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"884","SM-GE64H_S153_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"885","SM-GE64H_S154_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"886","SM-GE64H_S155_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"887","SM-GE64H_S156_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"888","SM-GE64H_S157_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"889","SM-GE64H_S158_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"890","SM-GE64H_S159_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"891","SM-GE64H_S160_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"892","SM-GE64H_S161_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"893","SM-GE64H_S162_E1-50",16,28,5,16,28,5,16,15,5,16,15,5,16,3,5
"894","SM-GE64H_S163_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"895","SM-GE64H_S164_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"896","SM-GE64H_S166_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"897","SM-GE64H_S167_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"898","SM-GE64H_S168_E1-50",16,28,5,16,28,5,16,15,5,16,15,5,16,3,5
"899","SM-GE64H_S169_E1-50",6,31,2,6,31,2,6,31,2,6,31,2,6,31,2
"900","SM-GE64H_S170_E1-50",38,11,6,38,11,6,38,11,6,38,11,6,38,11,6
"901","SM-GE64H_S171_E1-50",6,22,2,6,22,2,6,22,2,6,22,2,6,22,2
"902","SM-GE64H_S172_E1-50",40,18,6,40,18,6,40,18,6,38,11,6,38,11,6
"903","SM-GE64H_S173_E1-50",6,22,2,6,22,2,6,22,2,6,22,2,6,22,2
"904","SM-GE64H_S174_E1-50",38,11,6,38,11,6,38,11,6,38,11,6,38,11,6
"905","SM-GE64H_S176_E1-50",6,22,2,6,22,2,6,22,2,6,22,2,6,22,2
"906","SM-GE64H_S177_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"907","SM-GE64H_S178_E1-50",6,31,2,6,31,2,6,31,2,6,31,2,6,31,2
"908","SM-GE64H_S179_E1-50",38,11,6,38,11,6,38,11,6,38,11,6,38,11,6
"909","SM-GE64H_S180_E1-50",38,11,6,38,11,6,38,11,6,38,11,6,38,11,6
"910","SM-GE64H_S181_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"911","SM-GE64H_S182_E1-50",40,11,6,40,11,6,40,11,6,38,11,6,38,11,6
"912","SM-GE64H_S186_E1-50",38,11,6,38,11,6,38,11,6,38,11,6,38,11,6
"913","SM-GE64H_S188_E1-50",6,22,2,6,22,2,6,22,2,6,22,2,6,22,2
"914","SM-GE64H_S189_E1-50",6,22,2,6,22,2,6,22,2,6,22,2,6,22,2
"915","SM-GE64H_S190_E1-50",24,19,15,24,19,15,24,19,15,24,19,15,24,19,15
"916","SM-GE64H_S192_E1-50",16,28,5,16,28,5,16,15,5,16,15,5,16,3,5
"917","SM-GE64I_S002_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"918","SM-GE64I_S003_E1-50",37,7,7,37,7,7,37,7,7,36,7,7,36,7,7
"919","SM-GE64I_S004_E1-50",14,7,17,14,7,17,14,7,17,14,7,17,14,7,17
"920","SM-GE64I_S006_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"921","SM-GE64I_S007_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"922","SM-GE64I_S008_E1-50",37,7,7,37,7,7,37,7,7,36,7,7,36,7,7
"923","SM-GE64I_S010_E1-50",21,1,11,21,1,11,21,1,11,20,1,11,20,1,11
"924","SM-GE64I_S011_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"925","SM-GE64I_S012_E1-50",11,7,3,11,7,3,11,7,3,11,7,3,11,7,3
"926","SM-GE64I_S013_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"927","SM-GE64I_S014_E1-50",36,17,7,36,17,7,36,17,7,36,17,7,36,17,7
"928","SM-GE64I_S015_E1-50",40,18,6,40,18,6,40,18,6,38,11,6,38,11,6
"929","SM-GE64I_S016_E1-50",40,18,6,40,18,6,40,18,6,38,11,6,38,11,6
"930","SM-GE64I_S017_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"931","SM-GE64I_S019_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"932","SM-GE64I_S020_E1-50",39,18,6,39,18,6,39,18,6,39,11,6,38,11,6
"933","SM-GE64I_S021_E1-50",40,17,6,40,17,6,40,17,6,38,17,6,38,17,6
"934","SM-GE64I_S022_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"935","SM-GE64I_S023_E1-50",11,7,3,11,7,3,11,7,3,11,7,3,11,7,3
"936","SM-GE64I_S024_E1-50",22,14,14,22,14,14,22,14,14,22,14,14,22,14,14
"937","SM-GE64I_S025_E1-50",13,24,3,13,24,3,13,7,3,13,7,3,11,7,3
"938","SM-GE64I_S026_E1-50",16,28,5,16,28,5,16,15,5,16,15,5,16,3,5
"939","SM-GE64I_S027_E1-50",10,16,1,8,8,1,8,8,1,8,8,1,8,8,1
"940","SM-GE64I_S028_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"941","SM-GE64I_S029_E1-50",11,7,3,11,7,3,11,7,3,11,7,3,11,7,3
"942","SM-GE64I_S030_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"943","SM-GE64I_S031_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"944","SM-GE64I_S032_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"945","SM-GE64I_S041_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"946","SM-GE64I_S042_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"947","SM-GE64I_S043_E1-50",8,29,1,8,8,1,8,8,1,8,8,1,8,8,1
"948","SM-GE64I_S044_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"949","SM-GE64I_S045_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"950","SM-GE64I_S046_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"951","SM-GE64I_S047_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"952","SM-GE64I_S048_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"953","SM-GE64I_S049_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"954","SM-GE64I_S050_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"955","SM-GE64I_S051_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"956","SM-GE64I_S052_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"957","SM-GE64I_S053_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"958","SM-GE64I_S054_E1-50",9,16,1,9,8,1,9,8,1,8,8,1,8,8,1
"959","SM-GE64I_S055_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"960","SM-GE64I_S056_E1-50",10,29,1,8,8,1,8,8,1,8,8,1,8,8,1
"961","SM-GE64I_S057_E1-50",38,11,6,38,11,6,38,11,6,38,11,6,38,11,6
"962","SM-GE64I_S058_E1-50",2,22,4,2,22,4,2,22,4,1,22,4,1,22,4
"963","SM-GE64I_S059_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"964","SM-GE64I_S060_E1-50",6,22,2,6,22,2,6,22,2,6,22,2,6,22,2
"965","SM-GE64I_S061_E1-50",6,22,2,6,22,2,6,22,2,6,22,2,6,22,2
"966","SM-GE64I_S062_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"967","SM-GE64I_S064_E1-50",40,17,6,40,17,6,40,17,6,38,17,6,38,17,6
"968","SM-GE64I_S065_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"969","SM-GE64I_S066_E1-50",6,22,2,6,22,2,6,22,2,6,22,2,6,22,2
"970","SM-GE64I_S067_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"971","SM-GE64I_S068_E1-50",40,16,6,40,8,6,40,8,6,38,8,6,38,8,6
"972","SM-GE64I_S069_E1-50",6,31,2,6,31,2,6,31,2,6,31,2,6,31,2
"973","SM-GE64I_S070_E1-50",38,11,6,38,11,6,38,11,6,38,11,6,38,11,6
"974","SM-GE64I_S072_E1-50",2,22,4,2,22,4,2,22,4,1,22,4,1,22,4
"975","SM-GE64I_S073_E1-50",40,18,6,40,18,6,40,18,6,38,11,6,38,11,6
"976","SM-GE64I_S074_E1-50",31,14,14,31,14,14,31,14,14,31,14,14,31,14,14
"977","SM-GE64I_S075_E1-50",24,19,15,24,19,15,24,19,15,24,19,15,24,19,15
"978","SM-GE64I_S077_E1-50",6,22,2,6,22,2,6,22,2,6,22,2,6,22,2
"979","SM-GE64I_S078_E1-50",7,22,2,7,22,2,6,22,2,6,22,2,6,22,2
"980","SM-GE64I_S079_E1-50",1,25,4,1,25,4,1,22,4,1,22,4,1,22,4
"981","SM-GE64I_S080_E1-50",38,11,6,38,11,6,38,11,6,38,11,6,38,11,6
"982","SM-GE64I_S081_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"983","SM-GE64I_S082_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"984","SM-GE64I_S083_E1-50",38,12,6,38,12,6,38,12,6,38,12,6,38,12,6
"985","SM-GE64I_S084_E1-50",6,22,2,6,22,2,6,22,2,6,22,2,6,22,2
"986","SM-GE64I_S085_E1-50",4,27,4,4,27,4,4,27,4,4,27,4,4,13,4
"987","SM-GE64I_S086_E1-50",21,1,11,21,1,11,21,1,11,20,1,11,20,1,11
"988","SM-GE64I_S087_E1-50",25,26,8,25,26,8,25,26,8,25,26,8,3,13,8
"989","SM-GE64I_S088_E1-50",1,22,2,1,22,2,1,22,2,1,22,2,1,22,2
"990","SM-GE64I_S089_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"991","SM-GE64I_S093_E1-50",6,31,2,6,31,2,6,31,2,6,31,2,6,31,2
"992","SM-GE64I_S096_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"993","SM-GE64I_S097_E1-50",37,7,7,37,7,7,37,7,7,36,7,7,36,7,7
"994","SM-GE64I_S098_E1-50",12,24,3,12,24,3,11,7,3,11,7,3,11,7,3
"995","SM-GE64I_S099_E1-50",36,17,7,36,17,7,36,17,7,36,17,7,36,17,7
"996","SM-GE64I_S100_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"997","SM-GE64I_S102_E1-50",25,3,11,25,3,11,25,3,11,25,3,11,3,3,11
"998","SM-GE64I_S103_E1-50",14,17,7,14,17,7,14,17,7,14,17,7,14,17,7
"999","SM-GE64I_S104_E1-50",11,7,3,11,7,3,11,7,3,11,7,3,11,7,3
"1000","SM-GE64I_S105_E1-50",2,22,4,2,22,4,2,22,4,1,22,4,1,22,4
"1001","SM-GE64I_S106_E1-50",25,26,8,25,26,8,25,26,8,25,26,8,3,13,8
"1002","SM-GE64I_S108_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"1003","SM-GE64I_S109_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"1004","SM-GE64I_S110_E1-50",40,17,6,40,17,6,40,17,6,38,17,6,38,17,6
"1005","SM-GE64I_S111_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"1006","SM-GE64I_S113_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"1007","SM-GE64I_S116_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"1008","SM-GE64I_S117_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"1009","SM-GE64I_S118_E1-50",11,7,3,11,7,3,11,7,3,11,7,3,11,7,3
"1010","SM-GE64I_S119_E1-50",11,7,3,11,7,3,11,7,3,11,7,3,11,7,3
"1011","SM-GE64I_S120_E1-50",40,7,7,40,7,7,40,7,7,38,7,7,38,7,7
"1012","SM-GE64I_S121_E1-50",23,9,10,23,9,10,23,9,10,23,9,10,23,4,10
"1013","SM-GE64I_S122_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"1014","SM-GE64I_S123_E1-50",12,24,3,12,24,3,11,7,3,11,7,3,11,7,3
"1015","SM-GE64I_S124_E1-50",8,29,1,8,8,1,8,8,1,8,8,1,8,8,1
"1016","SM-GE64I_S125_E1-50",11,7,3,11,7,3,11,7,3,11,7,3,11,7,3
"1017","SM-GE64I_S126_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"1018","SM-GE64I_S127_E1-50",11,21,3,11,21,3,11,21,3,11,21,3,11,21,3
"1019","SM-GE64I_S128_E1-50",19,23,16,19,23,16,18,23,16,18,4,9,18,4,9
"1020","SM-GE64I_S130_E1-50",10,12,1,8,12,1,8,12,1,8,12,1,8,12,1
"1021","SM-GE64I_S131_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"1022","SM-GE64I_S132_E1-50",10,7,3,8,7,3,8,7,3,8,7,3,8,7,3
"1023","SM-GE64I_S133_E1-50",8,29,1,8,8,1,8,8,1,8,8,1,8,8,1
"1024","SM-GE64I_S134_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"1025","SM-GE64I_S135_E1-50",8,16,1,8,8,1,8,8,1,8,8,1,8,8,1
"1026","SM-GE64I_S136_E1-50",21,3,13,21,3,13,21,3,13,20,3,11,20,3,11
"1027","SM-GE64I_S145_E1-50",18,23,9,18,23,9,18,23,9,18,4,9,18,4,9
"1028","SM-GE64I_S146_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"1029","SM-GE64I_S147_E1-50",18,23,9,18,23,9,18,23,9,18,4,9,18,4,9
"1030","SM-GE64I_S148_E1-50",16,28,5,16,28,5,16,15,5,16,15,5,16,3,5
"1031","SM-GE64I_S149_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"1032","SM-GE64I_S150_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"1033","SM-GE64I_S151_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"1034","SM-GE64I_S152_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"1035","SM-GE64I_S153_E1-50",11,7,3,11,7,3,11,7,3,11,7,3,11,7,3
"1036","SM-GE64I_S154_E1-50",23,9,18,23,9,18,23,9,18,23,9,18,23,4,9
"1037","SM-GE64I_S155_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"1038","SM-GE64I_S156_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"1039","SM-GE64I_S157_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"1040","SM-GE64I_S158_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"1041","SM-GE64I_S159_E1-50",12,24,3,12,24,3,11,7,3,11,7,3,11,7,3
"1042","SM-GE64I_S160_E1-50",18,23,9,18,23,9,18,23,9,18,4,9,18,4,9
"1043","SM-GE64I_S161_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"1044","SM-GE64I_S162_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"1045","SM-GE64I_S163_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"1046","SM-GE64I_S164_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"1047","SM-GE64I_S165_E1-50",10,12,1,8,12,1,8,12,1,8,12,1,8,12,1
"1048","SM-GE64I_S166_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"1049","SM-GE64I_S167_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"1050","SM-GE64I_S168_E1-50",16,3,5,16,3,5,16,3,5,16,3,5,16,3,5
"1051","SM-GE64I_S169_E1-50",40,18,6,40,18,6,40,18,6,38,11,6,38,11,6
"1052","SM-GE64I_S171_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"1053","SM-GE64I_S173_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"1054","SM-GE64I_S174_E1-50",40,18,6,40,18,6,40,18,6,38,11,6,38,11,6
"1055","SM-GE64I_S175_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"1056","SM-GE64I_S176_E1-50",2,22,4,2,22,4,2,22,4,1,22,4,1,22,4
"1057","SM-GE64I_S177_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"1058","SM-GE64I_S178_E1-50",1,22,2,1,22,2,1,22,2,1,22,2,1,22,2
"1059","SM-GE64I_S179_E1-50",6,22,4,6,22,4,6,22,4,6,22,4,6,22,4
"1060","SM-GE64I_S180_E1-50",38,11,6,38,11,6,38,11,6,38,11,6,38,11,6
"1061","SM-GE64I_S181_E1-50",3,27,8,3,27,8,3,27,8,3,27,8,3,13,8
"1062","SM-GE64I_S182_E1-50",18,23,9,18,23,9,18,23,9,18,4,9,18,4,9
"1063","SM-GE64I_S183_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"1064","SM-GE64I_S184_E1-50",21,1,11,21,1,11,21,1,11,20,1,11,20,1,11
"1065","SM-GE64I_S186_E1-50",38,11,6,38,11,6,38,11,6,38,11,6,38,11,6
"1066","SM-GE64I_S187_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"1067","SM-GE64I_S188_E1-50",1,22,2,1,22,2,1,22,2,1,22,2,1,22,2
"1068","SM-GE64I_S189_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"1069","SM-GE64I_S190_E1-50",21,1,11,21,1,11,21,1,11,20,1,11,20,1,11
"1070","SM-GE64I_S192_E1-50",18,23,9,18,23,9,18,23,9,18,4,9,18,4,9
"1071","SM-GE64J_S001_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"1072","SM-GE64J_S004_E1-50",37,7,7,37,7,7,37,7,7,36,7,7,36,7,7
"1073","SM-GE64J_S005_E1-50",22,14,14,22,14,14,22,14,14,22,14,14,22,14,14
"1074","SM-GE64J_S006_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"1075","SM-GE64J_S008_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"1076","SM-GE64J_S009_E1-50",22,14,14,22,14,14,22,14,14,22,14,14,22,14,14
"1077","SM-GE64J_S010_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"1078","SM-GE64J_S011_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"1079","SM-GE64J_S013_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"1080","SM-GE64J_S014_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"1081","SM-GE64J_S015_E1-50",40,11,6,40,11,6,40,11,6,38,11,6,38,11,6
"1082","SM-GE64J_S018_E1-50",22,14,14,22,14,14,22,14,14,22,14,14,22,14,14
"1083","SM-GE64J_S021_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"1084","SM-GE64J_S022_E1-50",37,7,7,37,7,7,37,7,7,36,7,7,36,7,7
"1085","SM-GE64J_S023_E1-50",25,13,8,25,13,8,25,13,8,25,13,8,3,13,8
"1086","SM-GE64J_S024_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"1087","SM-GE64J_S025_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"1088","SM-GE64J_S026_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"1089","SM-GE64J_S027_E1-50",8,29,1,8,8,1,8,8,1,8,8,1,8,8,1
"1090","SM-GE64J_S028_E1-50",8,12,1,8,12,1,8,12,1,8,12,1,8,12,1
"1091","SM-GE64J_S029_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"1092","SM-GE64J_S030_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"1093","SM-GE64J_S031_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"1094","SM-GE64J_S032_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"1095","SM-GE64J_S033_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"1096","SM-GE64J_S034_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"1097","SM-GE64J_S035_E1-50",16,28,5,16,28,5,16,15,5,16,15,5,16,3,5
"1098","SM-GE64J_S036_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"1099","SM-GE64J_S037_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"1100","SM-GE64J_S038_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"1101","SM-GE64J_S039_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"1102","SM-GE64J_S040_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"1103","SM-GE64J_S041_E1-50",33,4,16,33,4,16,33,4,16,33,4,9,18,4,9
"1104","SM-GE64J_S042_E1-50",23,9,10,23,9,10,23,9,10,23,9,10,23,4,10
"1105","SM-GE64J_S043_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"1106","SM-GE64J_S044_E1-50",23,9,10,23,9,10,23,9,10,23,9,10,23,4,10
"1107","SM-GE64J_S045_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"1108","SM-GE64J_S046_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"1109","SM-GE64J_S047_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"1110","SM-GE64J_S048_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"1111","SM-GE64J_S057_E1-50",3,27,8,3,27,8,3,27,8,3,27,8,3,13,8
"1112","SM-GE64J_S059_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"1113","SM-GE64J_S061_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"1114","SM-GE64J_S062_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"1115","SM-GE64J_S063_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"1116","SM-GE64J_S064_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
