cells,sc3-Initial,Monocle-Initial,Seurat-Initial,sc3-33,Monocle-33,Seurat-33,sc3-66,Monocle-66,Seurat-66,sc3-90,Monocle-90,Seurat-90,sc3-Final,Monocle-Final,Seurat-Final
1782,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
1783,40,1,13,40,1,13,40,1,13,40,1,13,40,1,13
1784,1,13,1,1,13,1,1,13,1,1,13,1,1,13,1
1785,9,7,4,9,7,4,9,7,4,9,7,4,9,7,4
1786,1,17,7,1,17,7,1,13,7,1,13,7,1,13,7
1787,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
1788,1,17,1,1,17,1,1,13,1,1,13,1,1,13,1
1789,9,7,4,9,7,4,9,7,4,9,7,4,9,7,4
1790,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
1791,1,17,1,1,17,1,1,13,1,1,13,1,1,13,1
1792,1,17,1,1,17,1,1,13,1,1,13,1,1,13,1
1793,1,17,7,1,17,7,1,13,7,1,13,7,1,13,7
1794,1,17,1,1,17,1,1,13,1,1,13,1,1,13,1
1795,1,13,1,1,13,1,1,13,1,1,13,1,1,13,1
1796,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
1797,1,15,7,1,14,7,1,14,7,1,14,7,1,14,7
1798,1,17,7,1,17,7,1,13,7,1,13,7,1,13,7
1799,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1
1800,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
1801,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
1802,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
1803,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
1804,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
1805,4,29,1,4,29,1,4,29,1,4,29,1,4,25,1
1806,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
1807,5,13,1,5,13,1,5,13,1,5,13,1,5,13,1
1808,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
1809,1,5,7,1,5,7,1,5,7,1,5,7,1,5,7
1810,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
1811,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
1812,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
1813,1,13,7,1,13,7,1,13,7,1,13,7,1,13,7
1814,9,7,4,9,7,4,9,7,4,9,7,4,9,7,4
1815,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
1816,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
1817,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
1818,9,7,4,9,7,4,9,7,4,9,7,4,9,7,4
1819,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
1820,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
1821,3,5,23,3,5,23,3,5,23,3,5,23,3,5,23
1822,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
1823,1,5,7,1,5,7,1,5,7,1,5,7,1,5,7
1824,1,5,7,1,5,7,1,5,7,1,5,7,1,5,7
1825,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
1826,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1827,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
1828,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1829,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1830,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1831,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
1832,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1833,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1834,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1835,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1836,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1837,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1838,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1839,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1840,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
1841,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1842,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1843,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
1844,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1845,6,22,3,6,22,3,6,20,3,6,16,3,6,16,3
1846,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1847,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1848,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1849,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1850,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1851,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1852,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1853,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1854,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
1855,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1856,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1857,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1858,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
1859,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
1860,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1861,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1862,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
1863,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1864,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1865,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
1866,10,8,4,10,8,4,9,7,4,9,7,4,9,7,4
1867,19,10,5,19,2,5,19,2,5,19,2,5,19,2,5
1868,1,17,7,1,17,7,1,13,7,1,13,7,1,13,7
1869,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1
1870,1,17,7,1,17,7,1,13,7,1,13,7,1,13,7
1871,10,11,4,10,11,4,9,7,4,9,7,4,9,7,4
1872,10,8,4,10,8,4,9,7,4,9,7,4,9,7,4
1873,3,15,23,3,14,23,3,14,23,3,14,23,3,14,23
1874,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
1875,1,13,1,1,13,1,1,13,1,1,13,1,1,13,1
1876,35,4,27,35,4,27,35,4,27,35,4,27,35,4,27
1877,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
1878,1,13,7,1,13,7,1,13,7,1,13,7,1,13,7
1879,2,15,23,2,14,23,2,14,23,2,14,23,2,14,23
1880,14,44,11,14,43,6,14,42,6,14,42,6,14,42,6
1881,14,44,11,14,43,6,14,42,6,14,42,6,14,42,6
1882,14,44,11,14,43,6,14,42,6,14,42,6,14,42,6
1883,14,44,11,14,43,6,14,42,6,14,42,6,14,42,6
1884,14,44,11,14,43,6,14,42,6,14,42,6,14,42,6
1885,14,44,11,14,43,6,14,42,6,14,42,6,14,42,6
1886,14,45,11,14,43,6,14,42,6,14,42,6,14,42,6
1887,14,44,11,14,43,6,14,42,6,14,42,6,14,42,6
1888,14,43,11,14,43,6,14,42,6,14,42,6,14,42,6
1889,14,44,11,14,43,6,14,42,6,14,42,6,14,42,6
1890,14,44,11,14,43,6,14,42,6,14,42,6,14,42,6
1891,14,44,11,14,43,6,14,42,6,14,42,6,14,42,6
1892,14,44,11,14,43,6,14,42,6,14,42,6,14,42,6
1893,14,44,11,14,43,6,14,42,6,14,42,6,14,42,6
1894,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1
1895,1,13,1,1,13,1,1,13,1,1,13,1,1,13,1
1896,2,15,1,2,14,1,2,14,1,2,14,1,2,14,1
1897,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1
1898,1,5,11,1,5,6,1,5,6,1,5,6,1,5,6
1899,10,11,4,10,11,4,9,7,4,9,7,4,9,7,4
1900,1,17,1,1,17,1,1,13,1,1,13,1,1,13,1
1901,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
1902,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
1903,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
1904,9,7,4,9,7,4,9,7,4,9,7,4,9,7,4
1905,9,7,4,9,7,4,9,7,4,9,7,4,9,7,4
1906,1,17,7,1,17,7,1,13,7,1,13,7,1,13,7
1907,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
1908,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1
1909,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
1910,18,8,5,18,8,5,9,7,5,9,7,5,9,7,5
1911,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1
1912,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
1913,10,8,4,10,8,4,9,7,4,9,7,4,9,7,4
1914,9,7,4,9,7,4,9,7,4,9,7,4,9,7,4
1915,9,7,4,9,7,4,9,7,4,9,7,4,9,7,4
1916,3,15,23,3,14,23,3,14,23,3,14,23,3,14,23
1917,1,15,1,1,14,1,1,14,1,1,14,1,1,14,1
1918,2,15,7,2,14,7,2,14,7,2,14,7,2,14,7
1919,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
1920,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
1921,1,13,1,1,13,1,1,13,1,1,13,1,1,13,1
1922,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
1923,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
1924,2,15,1,2,14,1,2,14,1,2,14,1,2,14,1
1925,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
1926,27,29,10,27,29,10,27,29,10,27,29,10,4,25,10
1927,1,5,7,1,5,7,1,5,7,1,5,7,1,5,7
1928,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
1929,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
1930,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
1931,1,5,7,1,5,7,1,5,7,1,5,7,1,5,7
1932,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
1933,1,5,7,1,5,7,1,5,7,1,5,7,1,5,7
1934,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
1935,6,20,2,6,20,2,6,20,2,6,16,2,6,16,2
1936,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
1937,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
1938,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
1939,11,9,2,11,9,2,11,3,2,11,3,2,11,3,2
1940,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
1941,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1942,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1943,7,16,14,7,16,14,7,16,14,6,16,2,6,16,2
1944,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
1945,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
1946,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
1947,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
1948,7,20,2,7,20,2,7,20,2,6,16,2,6,16,2
1949,7,20,2,7,20,2,7,20,2,6,16,2,6,16,2
1950,23,24,8,23,24,8,23,24,8,23,24,8,17,24,8
1951,7,16,8,7,16,8,7,16,8,6,16,8,6,16,8
1952,7,20,2,7,20,2,7,20,2,6,16,2,6,16,2
1953,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
1954,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
1955,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
1956,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
1957,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
1958,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
1959,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
1960,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
1961,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
1962,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
1963,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1964,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
1965,7,16,14,7,16,14,7,16,14,6,16,2,6,16,2
1966,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
1967,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
1968,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
1969,1,5,7,1,5,7,1,5,7,1,5,7,1,5,7
1970,1,15,1,1,14,1,1,14,1,1,14,1,1,14,1
1971,1,13,7,1,13,7,1,13,7,1,13,7,1,13,7
1972,1,29,1,1,29,1,1,29,1,1,29,1,1,25,1
1973,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
1974,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
1975,1,13,1,1,13,1,1,13,1,1,13,1,1,13,1
1976,3,14,23,3,14,23,3,14,23,3,14,23,3,14,23
1977,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
1978,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
1979,3,15,7,3,14,7,3,14,7,3,14,7,3,14,7
1980,5,13,1,5,13,1,5,13,1,5,13,1,5,13,1
1981,5,13,1,5,13,1,5,13,1,5,13,1,5,13,1
1982,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1
1983,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
1984,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
1985,1,13,7,1,13,7,1,13,7,1,13,7,1,13,7
1986,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
1987,1,17,7,1,17,7,1,13,7,1,13,7,1,13,7
1988,1,13,23,1,13,23,1,13,23,1,13,23,1,13,23
1989,3,29,1,3,29,1,3,29,1,3,29,1,3,25,1
1990,1,13,7,1,13,7,1,13,7,1,13,7,1,13,7
1991,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
1992,6,21,8,6,21,8,6,21,8,6,21,8,6,21,8
1993,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
1994,25,19,25,25,19,25,25,19,25,25,19,25,25,19,25
1995,6,21,8,6,21,8,6,21,8,6,21,8,6,21,8
1996,6,20,14,6,20,14,6,20,14,6,16,2,6,16,2
1997,26,24,8,26,24,8,26,24,8,26,24,8,26,24,8
1998,22,21,8,22,21,8,22,21,8,22,21,8,15,21,8
1999,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
2000,25,19,25,25,19,25,25,19,25,25,19,25,25,19,25
2001,15,21,8,15,21,8,15,21,8,15,21,8,15,21,8
2002,6,16,2,6,16,2,6,16,2,6,16,2,6,16,2
2003,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
2004,6,21,8,6,21,8,6,21,8,6,21,8,6,21,8
2005,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
2006,6,20,14,6,20,14,6,20,14,6,16,2,6,16,2
2007,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
2008,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
2009,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
2010,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
2011,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
2012,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
2013,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
2014,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
2015,30,41,13,30,41,13,30,41,13,30,41,13,30,41,13
2016,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
2017,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
2018,3,15,7,3,14,7,3,14,7,3,14,7,3,14,7
2019,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
2020,1,5,7,1,5,7,1,5,7,1,5,7,1,5,7
2021,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
2022,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
2023,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
2024,2,15,7,2,14,7,2,14,7,2,14,7,2,14,7
2025,3,5,23,3,5,23,3,5,23,3,5,23,3,5,23
2026,3,29,1,3,29,1,3,29,1,3,29,1,3,25,1
2027,3,15,23,3,14,23,3,14,23,3,14,23,3,14,23
2028,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
2029,3,29,1,3,29,1,3,29,1,3,29,1,3,25,1
2030,1,5,7,1,5,7,1,5,7,1,5,7,1,5,7
2031,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
2032,1,17,7,1,17,7,1,13,7,1,13,7,1,13,7
2033,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
2034,1,5,7,1,5,7,1,5,7,1,5,7,1,5,7
2035,1,5,7,1,5,7,1,5,7,1,5,7,1,5,7
2036,1,17,7,1,17,7,1,13,7,1,13,7,1,13,7
2037,1,5,7,1,5,7,1,5,7,1,5,7,1,5,7
2038,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1
2039,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
2040,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
2041,3,29,1,3,29,1,3,29,1,3,29,1,3,25,1
2042,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
2043,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
2044,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
2045,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
2046,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
2047,1,13,7,1,13,7,1,13,7,1,13,7,1,13,7
2048,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
2049,1,17,7,1,17,7,1,13,7,1,13,7,1,13,7
2050,1,17,7,1,17,7,1,13,7,1,13,7,1,13,7
2051,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
2052,1,17,7,1,17,7,1,13,7,1,13,7,1,13,7
2053,3,15,7,3,14,7,3,14,7,3,14,7,3,14,7
2054,1,17,7,1,17,7,1,13,7,1,13,7,1,13,7
2055,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
2056,1,13,7,1,13,7,1,13,7,1,13,7,1,13,7
2057,5,13,1,5,13,1,5,13,1,5,13,1,5,13,1
2058,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
2059,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
2060,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
2061,1,13,7,1,13,7,1,13,7,1,13,7,1,13,7
2062,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
2063,9,11,4,9,11,4,9,7,4,9,7,4,9,7,4
2064,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
2065,1,13,1,1,13,1,1,13,1,1,13,1,1,13,1
2066,9,7,4,9,7,4,9,7,4,9,7,4,9,7,4
2067,3,29,1,3,29,1,3,29,1,3,29,1,3,25,1
2068,1,17,7,1,17,7,1,13,7,1,13,7,1,13,7
2069,3,29,1,3,29,1,3,29,1,3,29,1,3,25,1
2070,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
2071,22,21,14,22,21,14,22,21,14,22,21,2,15,21,2
2072,6,20,14,6,20,14,6,20,14,6,16,2,6,16,2
2073,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
2074,6,20,2,6,20,2,6,20,2,6,16,2,6,16,2
2075,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
2076,6,20,14,6,20,14,6,20,14,6,16,2,6,16,2
2077,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
2078,7,22,2,7,22,2,7,20,2,6,16,2,6,16,2
2079,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
2080,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
2081,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
2082,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
2083,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
2084,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
2085,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
2086,6,20,2,6,20,2,6,20,2,6,16,2,6,16,2
2087,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
2088,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
2089,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
2090,6,20,2,6,20,2,6,20,2,6,16,2,6,16,2
2091,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
2092,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
2093,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
2094,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
2095,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
2096,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
2097,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
2098,7,16,14,7,16,14,7,16,14,6,16,2,6,16,2
2099,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
2100,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
2101,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
2102,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
2103,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
2104,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
2105,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
2106,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
2107,7,20,14,7,20,14,7,20,14,6,16,2,6,16,2
2108,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
2109,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
2110,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
2111,11,12,14,11,9,14,11,3,14,11,3,2,11,3,2
2112,6,20,14,6,20,14,6,20,14,6,16,2,6,16,2
2113,24,24,14,24,24,14,24,24,14,24,24,2,17,24,2
2114,7,16,14,7,16,14,7,16,14,6,16,2,6,16,2
2115,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
2116,7,16,8,7,16,8,7,16,8,6,16,8,6,16,8
2117,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
2118,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
2119,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
2120,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
2121,13,3,3,13,3,3,12,3,3,12,3,3,11,3,3
2122,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
2123,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
2124,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
2125,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
2126,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
2127,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
2128,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
2129,6,20,14,6,20,14,6,20,14,6,16,2,6,16,2
2130,7,20,14,7,20,14,7,20,14,6,16,2,6,16,2
2131,6,20,14,6,20,14,6,20,14,6,16,2,6,16,2
2132,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
2133,7,16,14,7,16,14,7,16,14,6,16,2,6,16,2
2134,24,16,8,24,16,8,24,16,8,24,16,8,17,16,8
2135,7,16,14,7,16,14,7,16,14,6,16,2,6,16,2
2136,7,16,14,7,16,14,7,16,14,6,16,2,6,16,2
2137,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
2138,7,16,14,7,16,14,7,16,14,6,16,2,6,16,2
2139,7,16,14,7,16,14,7,16,14,6,16,2,6,16,2
2140,7,16,14,7,16,14,7,16,14,6,16,2,6,16,2
2141,7,16,14,7,16,14,7,16,14,6,16,2,6,16,2
2142,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
2143,7,16,14,7,16,14,7,16,14,6,16,2,6,16,2
2144,13,9,3,13,9,3,12,3,3,12,3,3,11,3,3
2145,7,20,2,7,20,2,7,20,2,6,16,2,6,16,2
2146,7,16,2,7,16,2,7,16,2,6,16,2,6,16,2
2147,24,24,8,24,24,8,24,24,8,24,24,8,17,24,8
2148,1,13,7,1,13,7,1,13,7,1,13,7,1,13,7
2149,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
2150,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
2151,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
2152,3,14,1,3,14,1,3,14,1,3,14,1,3,14,1
2153,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1
2154,3,5,7,3,5,7,3,5,7,3,5,7,3,5,7
2155,3,15,1,3,14,1,3,14,1,3,14,1,3,14,1
2156,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
2157,6,20,2,6,20,2,6,20,2,6,16,2,6,16,2
2158,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
2159,13,12,3,13,9,3,12,3,3,12,3,3,11,3,3
2160,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
2161,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
2162,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
2163,12,3,3,12,3,3,12,3,3,12,3,3,11,3,3
2164,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
2165,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
2166,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
2167,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
2168,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
2169,6,20,2,6,20,2,6,20,2,6,16,2,6,16,2
2170,25,19,15,25,19,15,25,19,15,25,19,15,25,19,15
2171,25,19,25,25,19,25,25,19,25,25,19,25,25,19,25
2172,6,20,14,6,20,14,6,20,14,6,16,2,6,16,2
2173,6,20,14,6,20,14,6,20,14,6,16,2,6,16,2
2174,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
2175,22,21,8,22,21,8,22,21,8,22,21,8,15,21,8
2176,6,22,2,6,22,2,6,20,2,6,16,2,6,16,2
2177,6,20,14,6,20,14,6,20,14,6,16,2,6,16,2
2178,6,20,14,6,20,14,6,20,14,6,16,2,6,16,2
2179,6,20,14,6,20,14,6,20,14,6,16,2,6,16,2
2180,18,8,4,18,8,4,9,7,4,9,7,4,9,7,4
2181,19,10,5,19,2,5,19,2,5,19,2,5,19,2,5
2182,19,10,5,19,2,5,19,2,5,19,2,5,19,2,5
2183,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
2184,35,4,27,35,4,27,35,4,27,35,4,27,35,4,27
2185,32,6,20,32,6,20,32,6,20,32,6,20,32,6,20
2186,19,10,5,19,2,5,19,2,5,19,2,5,19,2,5
2187,19,2,5,19,2,5,19,2,5,19,2,5,19,2,5
2188,32,6,20,32,6,20,32,6,20,32,6,20,32,6,20
2189,18,8,4,18,8,4,9,7,4,9,7,4,9,7,4
2190,19,10,5,19,2,5,19,2,5,19,2,5,19,2,5
2191,19,10,5,19,2,5,19,2,5,19,2,5,19,2,5
2192,32,6,20,32,6,20,32,6,20,32,6,20,32,6,20
2193,19,10,5,19,2,5,19,2,5,19,2,5,19,2,5
2194,10,8,4,10,8,4,9,7,4,9,7,4,9,7,4
2195,25,19,25,25,19,25,25,19,25,25,19,25,25,19,25
2196,32,6,20,32,6,20,32,6,20,32,6,20,32,6,20
2197,10,8,4,10,8,4,9,7,4,9,7,4,9,7,4
2198,32,6,20,32,6,20,32,6,20,32,6,20,32,6,20
2199,32,6,20,32,6,20,32,6,20,32,6,20,32,6,20
2200,32,6,20,32,6,20,32,6,20,32,6,20,32,6,20
2201,26,18,15,26,18,15,26,18,15,26,18,15,26,18,15
