"","80","100","120","cells"
"18751",19,2,45,"Evan_MC_E1_cell201612"
"18752",49,40,92,"Evan_MC_E1_cell201711"
"18753",31,29,75,"Evan_MC_E1_cell201772"
"18754",75,95,21,"Evan_MC_E1_cell201810"
"18755",20,20,56,"Evan_MC_E1_cell201858"
"18756",73,95,21,"Evan_MC_E1_cell202093"
"18757",2,35,77,"Evan_MC_E1_cell202158"
"18758",49,40,92,"Evan_MC_E1_cell202222"
"18759",63,56,91,"Evan_MC_E1_cell202289"
"18760",12,24,99,"Evan_MC_E1_cell202500"
"18761",53,20,95,"Evan_MC_E1_cell202718"
"18762",79,84,105,"Evan_MC_E1_cell202851"
"18763",31,25,75,"Evan_MC_E1_cell202911"
"18764",49,44,92,"Evan_MC_E1_cell203170"
"18765",62,60,107,"Evan_MC_E1_cell203213"
"18766",12,35,5,"Evan_MC_E1_cell203289"
"18767",57,74,113,"Evan_MC_E1_cell203855"
"18768",53,50,93,"Evan_MC_E1_cell203985"
"18769",6,10,27,"Evan_MC_E1_cell204298"
"18770",78,9,95,"Evan_MC_E1_cell204581"
"18771",49,40,92,"Evan_MC_E1_cell204667"
"18772",17,2,43,"Evan_MC_E1_cell204724"
"18773",19,79,45,"Evan_MC_E1_cell205125"
"18774",73,95,21,"Evan_MC_E1_cell205281"
"18775",17,4,45,"Evan_MC_E1_cell205352"
"18776",79,84,8,"Evan_MC_E1_cell205809"
"18777",79,84,8,"Evan_MC_E1_cell206146"
"18778",6,10,27,"Evan_MC_E1_cell206170"
"18779",72,96,22,"Evan_MC_E1_cell206276"
"18780",4,8,27,"Evan_MC_E1_cell206745"
"18781",63,56,112,"Evan_MC_E1_cell207290"
"18782",1,35,66,"Evan_MC_E1_cell207469"
"18783",12,35,66,"Evan_MC_E1_cell207955"
"18784",66,56,112,"Evan_MC_E1_cell208099"
"18785",18,2,45,"Evan_MC_E1_cell208328"
"18786",73,40,92,"Evan_MC_E1_cell208361"
"18787",13,19,17,"Evan_MC_E1_cell209287"
"18788",20,20,56,"Evan_MC_E1_cell209291"
"18789",62,60,109,"Evan_MC_E1_cell209493"
"18790",78,8,31,"Evan_MC_E1_cell209519"
"18791",31,25,75,"Evan_MC_E1_cell209819"
"18792",49,40,92,"Evan_MC_E1_cell209946"
"18793",80,85,107,"Evan_MC_E1_cell210252"
"18794",49,40,92,"Evan_MC_E1_cell210822"
"18795",12,35,5,"Evan_MC_E1_cell211114"
"18796",72,96,23,"Evan_MC_E1_cell211285"
"18797",27,20,56,"Evan_MC_E1_cell211403"
"18798",56,44,105,"Evan_MC_E1_cell211465"
"18799",78,8,31,"Evan_MC_E1_cell211850"
"18800",24,64,58,"Evan_MC_E1_cell211923"
"18801",53,40,92,"Evan_MC_E1_cell212008"
"18802",79,84,8,"Evan_MC_E1_cell212411"
"18803",49,40,92,"Evan_MC_E1_cell212420"
"18804",52,44,105,"Evan_MC_E1_cell212506"
"18805",79,84,8,"Evan_MC_E1_cell212965"
"18806",12,35,66,"Evan_MC_E1_cell213292"
"18807",6,17,27,"Evan_MC_E1_cell213479"
"18808",49,40,92,"Evan_MC_E1_cell213622"
"18809",1,35,66,"Evan_MC_E1_cell213646"
"18810",58,64,58,"Evan_MC_E1_cell213736"
"18811",17,4,43,"Evan_MC_E1_cell213873"
"18812",49,40,92,"Evan_MC_E1_cell213976"
"18813",12,3,99,"Evan_MC_E1_cell213996"
"18814",78,9,31,"Evan_MC_E1_cell214058"
"18815",31,25,75,"Evan_MC_E1_cell214382"
"18816",75,87,117,"Evan_MC_E1_cell214401"
"18817",73,95,21,"Evan_MC_E1_cell214760"
"18818",49,40,92,"Evan_MC_E1_cell214804"
"18819",6,10,27,"Evan_MC_E1_cell214846"
"18820",78,9,31,"Evan_MC_E1_cell215063"
"18821",79,84,8,"Evan_MC_E1_cell215070"
"18822",54,64,95,"Evan_MC_E1_cell215480"
"18823",66,56,91,"Evan_MC_E1_cell215539"
"18824",31,25,75,"Evan_MC_E1_cell215584"
"18825",49,40,92,"Evan_MC_E1_cell215847"
"18826",79,85,10,"Evan_MC_E1_cell217259"
"18827",19,79,45,"Evan_MC_E1_cell217354"
"18828",79,84,10,"Evan_MC_E1_cell217475"
"18829",31,14,31,"Evan_MC_E1_cell217491"
"18830",79,84,8,"Evan_MC_E1_cell217645"
"18831",31,23,75,"Evan_MC_E1_cell217757"
"18832",19,79,45,"Evan_MC_E1_cell217842"
"18833",58,64,58,"Evan_MC_E1_cell218672"
"18834",79,84,8,"Evan_MC_E1_cell218956"
"18835",68,82,119,"Evan_MC_E1_cell219244"
"18836",70,90,25,"Evan_MC_E1_cell219291"
"18837",78,9,31,"Evan_MC_E1_cell219770"
"18838",1,13,44,"Evan_MC_E1_cell219841"
"18839",31,25,75,"Evan_MC_E1_cell219969"
"18840",79,84,105,"Evan_MC_E1_cell220110"
"18841",17,2,43,"Evan_MC_E1_cell220120"
"18842",49,40,92,"Evan_MC_E1_cell220852"
"18843",2,35,66,"Evan_MC_E1_cell221189"
"18844",5,8,30,"Evan_MC_E1_cell221211"
"18845",5,8,27,"Evan_MC_E1_cell221502"
"18846",12,11,28,"Evan_MC_E1_cell221652"
"18847",63,56,112,"Evan_MC_E1_cell221939"
"18848",20,14,56,"Evan_MC_E1_cell222040"
"18849",79,84,8,"Evan_MC_E1_cell222452"
"18850",25,51,49,"Evan_MC_E1_cell222462"
"18851",49,40,75,"Evan_MC_E1_cell222472"
"18852",52,44,10,"Evan_MC_E1_cell222486"
"18853",62,9,35,"Evan_MC_E1_cell222804"
"18854",54,49,95,"Evan_MC_E1_cell222879"
"18855",49,40,73,"Evan_MC_E1_cell222897"
"18856",49,44,92,"Evan_MC_E1_cell223058"
"18857",6,8,30,"Evan_MC_E1_cell223085"
"18858",75,87,117,"Evan_MC_E1_cell223278"
"18859",64,99,3,"Evan_MC_E1_cell223388"
"18860",79,84,8,"Evan_MC_E1_cell223615"
"18861",31,25,75,"Evan_MC_E1_cell223780"
"18862",49,40,92,"Evan_MC_E1_cell223862"
"18863",64,78,4,"Evan_MC_E1_cell223886"
"18864",57,74,113,"Evan_MC_E1_cell224037"
"18865",52,44,105,"Evan_MC_E1_cell224075"
"18866",68,82,119,"Evan_MC_E1_cell224165"
"18867",62,60,109,"Evan_MC_E1_cell224388"
"18868",69,89,19,"Evan_MC_E1_cell225009"
"18869",70,80,119,"Evan_MC_E1_cell225222"
"18870",7,9,40,"Evan_MC_E1_cell225587"
"18871",49,40,92,"Evan_MC_E1_cell225778"
"18872",4,17,28,"Evan_MC_E1_cell226054"
"18873",68,80,119,"Evan_MC_E1_cell226452"
"18874",79,85,8,"Evan_MC_E1_cell226607"
"18875",78,9,31,"Evan_MC_E1_cell227017"
"18876",49,44,92,"Evan_MC_E1_cell227110"
"18877",78,9,31,"Evan_MC_E1_cell227336"
"18878",54,49,95,"Evan_MC_E1_cell227404"
"18879",79,84,8,"Evan_MC_E1_cell227553"
"18880",71,40,25,"Evan_MC_E1_cell227860"
"18881",31,25,75,"Evan_MC_E1_cell228234"
"18882",49,40,92,"Evan_MC_E1_cell228512"
"18883",4,14,49,"Evan_MC_E1_cell228655"
"18884",53,49,95,"Evan_MC_E1_cell228711"
"18885",78,8,31,"Evan_MC_E1_cell229026"
"18886",66,56,112,"Evan_MC_E1_cell229063"
"18887",31,25,75,"Evan_MC_E1_cell229729"
"18888",54,49,95,"Evan_MC_E1_cell230007"
"18889",64,99,3,"Evan_MC_E1_cell230285"
"18890",12,24,99,"Evan_MC_E1_cell230286"
"18891",75,87,117,"Evan_MC_E1_cell230425"
"18892",31,25,75,"Evan_MC_E1_cell230499"
"18893",73,95,21,"Evan_MC_E1_cell230881"
"18894",75,95,21,"Evan_MC_E1_cell230998"
"18895",31,25,75,"Evan_MC_E1_cell231083"
"18896",69,89,17,"Evan_MC_E1_cell231096"
"18897",19,2,47,"Evan_MC_E1_cell231173"
"18898",20,49,95,"Evan_MC_E1_cell231218"
"18899",68,80,119,"Evan_MC_E1_cell232184"
"18900",73,95,21,"Evan_MC_E1_cell232394"
"18901",49,40,75,"Evan_MC_E1_cell232460"
"18902",49,44,73,"Evan_MC_E1_cell232562"
"18903",20,20,58,"Evan_MC_E1_cell232646"
"18904",79,85,8,"Evan_MC_E1_cell232719"
"18905",18,2,32,"Evan_MC_E1_cell232816"
"18906",28,64,58,"Evan_MC_E1_cell233809"
"18907",52,44,105,"Evan_MC_E1_cell234259"
"18908",63,56,112,"Evan_MC_E1_cell234335"
"18909",31,14,49,"Evan_MC_E1_cell234689"
"18910",31,40,59,"Evan_MC_E1_cell234979"
"18911",1,13,44,"Evan_MC_E1_cell235108"
"18912",79,85,8,"Evan_MC_E1_cell235115"
"18913",79,84,8,"Evan_MC_E1_cell235219"
"18914",68,80,119,"Evan_MC_E1_cell235242"
"18915",49,40,92,"Evan_MC_E1_cell235549"
"18916",12,24,99,"Evan_MC_E1_cell235783"
"18917",68,80,120,"Evan_MC_E1_cell235990"
"18918",70,80,119,"Evan_MC_E1_cell236068"
"18919",49,40,92,"Evan_MC_E1_cell236296"
"18920",63,56,91,"Evan_MC_E1_cell236301"
"18921",19,2,45,"Evan_MC_E1_cell236362"
"18922",6,8,31,"Evan_MC_E1_cell236977"
"18923",78,8,31,"Evan_MC_E1_cell237019"
"18924",57,74,113,"Evan_MC_E1_cell237311"
"18925",58,64,95,"Evan_MC_E1_cell237467"
"18926",20,20,56,"Evan_MC_E1_cell237552"
"18927",54,49,95,"Evan_MC_E1_cell237570"
"18928",79,86,8,"Evan_MC_E1_cell238068"
"18929",18,8,45,"Evan_MC_E1_cell238397"
"18930",66,56,112,"Evan_MC_E1_cell238519"
"18931",17,4,43,"Evan_MC_E1_cell238548"
"18932",31,14,75,"Evan_MC_E1_cell238623"
"18933",19,2,45,"Evan_MC_E1_cell238953"
"18934",17,4,29,"Evan_MC_E1_cell239043"
"18935",49,92,92,"Evan_MC_E1_cell239583"
"18936",54,79,95,"Evan_MC_E1_cell240071"
"18937",63,56,112,"Evan_MC_E1_cell240114"
"18938",12,24,99,"Evan_MC_E1_cell240196"
"18939",49,46,92,"Evan_MC_E1_cell240523"
"18940",52,44,105,"Evan_MC_E1_cell240563"
"18941",70,82,119,"Evan_MC_E1_cell240951"
"18942",79,84,8,"Evan_MC_E1_cell240978"
"18943",65,61,107,"Evan_MC_E1_cell241015"
"18944",12,24,6,"Evan_MC_E1_cell241039"
"18945",58,5,112,"Evan_MC_E1_cell241074"
"18946",52,44,105,"Evan_MC_E1_cell241352"
"18947",54,49,95,"Evan_MC_E1_cell241419"
"18948",6,10,27,"Evan_MC_E1_cell241663"
"18949",40,40,75,"Evan_MC_E1_cell241861"
"18950",49,40,92,"Evan_MC_E1_cell241863"
"18951",48,40,75,"Evan_MC_E1_cell242083"
"18952",49,40,66,"Evan_MC_E1_cell242112"
"18953",12,24,99,"Evan_MC_E1_cell242129"
"18954",66,78,4,"Evan_MC_E1_cell242570"
"18955",64,78,3,"Evan_MC_E1_cell242651"
"18956",49,25,92,"Evan_MC_E1_cell242718"
"18957",18,2,47,"Evan_MC_E1_cell243180"
"18958",12,6,66,"Evan_MC_E1_cell243226"
"18959",73,95,21,"Evan_MC_E1_cell243233"
"18960",49,40,92,"Evan_MC_E1_cell243297"
"18961",63,56,112,"Evan_MC_E1_cell243424"
"18962",12,35,66,"Evan_MC_E1_cell243592"
"18963",73,95,21,"Evan_MC_E1_cell243636"
"18964",69,89,19,"Evan_MC_E1_cell243708"
"18965",12,24,77,"Evan_MC_E1_cell244044"
"18966",53,49,95,"Evan_MC_E1_cell244340"
"18967",19,8,45,"Evan_MC_E1_cell244435"
"18968",79,84,8,"Evan_MC_E1_cell244464"
"18969",44,60,89,"Evan_MC_E1_cell244664"
"18970",78,9,31,"Evan_MC_E1_cell244802"
"18971",78,15,27,"Evan_MC_E1_cell244819"
"18972",19,79,45,"Evan_MC_E1_cell244847"
"18973",80,8,31,"Evan_MC_E1_cell244870"
"18974",12,35,66,"Evan_MC_E1_cell244907"
"18975",73,95,21,"Evan_MC_E1_cell244925"
"18976",5,12,30,"Evan_MC_E1_cell244979"
"18977",17,11,29,"Evan_MC_E1_cell244980"
"18978",49,40,92,"Evan_MC_E1_cell245057"
"18979",65,78,4,"Evan_MC_E1_cell245416"
"18980",53,50,95,"Evan_MC_E1_cell245634"
"18981",73,94,21,"Evan_MC_E1_cell245744"
"18982",65,78,4,"Evan_MC_E1_cell245927"
"18983",31,25,75,"Evan_MC_E1_cell245978"
"18984",64,98,3,"Evan_MC_E1_cell246047"
"18985",53,51,78,"Evan_MC_E1_cell246052"
"18986",6,17,27,"Evan_MC_E1_cell246231"
"18987",20,20,40,"Evan_MC_E1_cell246419"
"18988",31,40,75,"Evan_MC_E1_cell246572"
"18989",79,84,8,"Evan_MC_E1_cell246602"
"18990",53,50,93,"Evan_MC_E1_cell247053"
"18991",54,51,97,"Evan_MC_E1_cell247218"
"18992",80,8,31,"Evan_MC_E1_cell247238"
"18993",12,24,77,"Evan_MC_E1_cell247309"
"18994",73,95,21,"Evan_MC_E1_cell247595"
"18995",79,84,8,"Evan_MC_E1_cell247895"
"18996",12,35,66,"Evan_MC_E1_cell248127"
"18997",79,84,105,"Evan_MC_E1_cell248481"
"18998",19,79,45,"Evan_MC_E1_cell248725"
"18999",62,61,87,"Evan_MC_E1_cell248830"
"19000",26,79,45,"Evan_MC_E1_cell249076"
"19001",73,95,112,"Evan_MC_E1_cell249093"
"19002",79,86,10,"Evan_MC_E1_cell249344"
"19003",53,50,93,"Evan_MC_E1_cell249413"
"19004",80,84,8,"Evan_MC_E1_cell249856"
"19005",73,95,117,"Evan_MC_E1_cell249882"
"19006",31,25,75,"Evan_MC_E1_cell250161"
"19007",79,84,8,"Evan_MC_E1_cell250380"
"19008",17,90,45,"Evan_MC_E1_cell251000"
"19009",24,14,49,"Evan_MC_E1_cell251271"
"19010",31,25,75,"Evan_MC_E1_cell251563"
"19011",54,49,95,"Evan_MC_E1_cell251665"
"19012",54,64,95,"Evan_MC_E1_cell252069"
"19013",17,2,43,"Evan_MC_E1_cell252115"
"19014",57,75,113,"Evan_MC_E1_cell252413"
"19015",4,54,38,"Evan_MC_E1_cell252507"
"19016",62,60,109,"Evan_MC_E1_cell252585"
"19017",26,79,30,"Evan_MC_E1_cell252623"
"19018",40,40,109,"Evan_MC_E1_cell252879"
"19019",69,78,4,"Evan_MC_E1_cell253073"
"19020",12,35,77,"Evan_MC_E1_cell253308"
"19021",59,77,92,"Evan_MC_E1_cell253460"
"19022",4,14,49,"Evan_MC_E1_cell253512"
"19023",64,99,3,"Evan_MC_E1_cell253650"
"19024",19,2,45,"Evan_MC_E1_cell253793"
"19025",20,20,56,"Evan_MC_E1_cell253831"
"19026",79,83,8,"Evan_MC_E1_cell253968"
"19027",15,5,42,"Evan_MC_E1_cell254095"
"19028",31,25,75,"Evan_MC_E1_cell254169"
"19029",20,26,49,"Evan_MC_E1_cell255083"
"19030",20,14,37,"Evan_MC_E1_cell255180"
"19031",26,79,47,"Evan_MC_E1_cell255233"
"19032",49,40,92,"Evan_MC_E1_cell255286"
"19033",52,44,105,"Evan_MC_E1_cell255386"
"19034",53,51,48,"Evan_MC_E1_cell255476"
"19035",43,25,92,"Evan_MC_E1_cell255599"
"19036",12,35,66,"Evan_MC_E1_cell255695"
"19037",58,64,58,"Evan_MC_E1_cell255763"
"19038",78,9,31,"Evan_MC_E1_cell255942"
"19039",78,9,31,"Evan_MC_E1_cell256087"
"19040",31,25,75,"Evan_MC_E1_cell256144"
"19041",53,50,74,"Evan_MC_E1_cell256503"
"19042",79,85,8,"Evan_MC_E1_cell256667"
"19043",57,49,95,"Evan_MC_E1_cell256779"
"19044",49,40,92,"Evan_MC_E1_cell256802"
"19045",63,56,112,"Evan_MC_E1_cell256807"
"19046",78,8,31,"Evan_MC_E1_cell256942"
"19047",63,56,112,"Evan_MC_E1_cell257089"
"19048",75,87,117,"Evan_MC_E1_cell257159"
"19049",68,82,119,"Evan_MC_E1_cell257289"
"19050",63,56,112,"Evan_MC_E1_cell257318"
"19051",4,8,49,"Evan_MC_E1_cell257323"
"19052",24,4,43,"Evan_MC_E1_cell257343"
"19053",79,84,105,"Evan_MC_E1_cell257636"
"19054",79,85,8,"Evan_MC_E1_cell257722"
"19055",79,84,8,"Evan_MC_E1_cell257761"
"19056",58,9,58,"Evan_MC_E1_cell257846"
"19057",54,49,95,"Evan_MC_E1_cell258041"
"19058",63,56,112,"Evan_MC_E1_cell258061"
"19059",22,12,42,"Evan_MC_E1_cell258072"
"19060",58,64,58,"Evan_MC_E1_cell258144"
"19061",78,9,31,"Evan_MC_E1_cell258200"
"19062",53,40,92,"Evan_MC_E1_cell259235"
"19063",74,96,118,"Evan_MC_E1_cell259338"
"19064",70,93,92,"Evan_MC_E1_cell259558"
"19065",79,84,8,"Evan_MC_E1_cell259710"
"19066",69,89,19,"Evan_MC_E1_cell259717"
"19067",24,14,49,"Evan_MC_E1_cell259989"
"19068",25,14,51,"Evan_MC_E1_cell260035"
"19069",12,35,66,"Evan_MC_E1_cell260152"
"19070",6,12,31,"Evan_MC_E1_cell260739"
"19071",8,8,30,"Evan_MC_E1_cell261323"
"19072",79,85,107,"Evan_MC_E1_cell261464"
"19073",63,80,112,"Evan_MC_E1_cell261482"
"19074",79,84,8,"Evan_MC_E1_cell261538"
"19075",24,14,49,"Evan_MC_E1_cell261625"
"19076",7,9,95,"Evan_MC_E1_cell261732"
"19077",53,50,93,"Evan_MC_E1_cell261801"
"19078",12,4,66,"Evan_MC_E1_cell261855"
"19079",79,86,8,"Evan_MC_E1_cell262093"
"19080",25,2,47,"Evan_MC_E1_cell262136"
"19081",27,20,56,"Evan_MC_E1_cell262448"
"19082",78,9,31,"Evan_MC_E1_cell262449"
"19083",19,79,45,"Evan_MC_E1_cell262457"
"19084",49,40,92,"Evan_MC_E1_cell262507"
"19085",5,8,27,"Evan_MC_E1_cell262729"
"19086",25,14,58,"Evan_MC_E1_cell262778"
"19087",78,9,31,"Evan_MC_E1_cell262873"
"19088",49,40,92,"Evan_MC_E1_cell263034"
"19089",20,20,56,"Evan_MC_E1_cell263210"
"19090",73,95,21,"Evan_MC_E1_cell263222"
"19091",21,64,58,"Evan_MC_E1_cell263383"
"19092",63,56,4,"Evan_MC_E1_cell263535"
"19093",78,8,31,"Evan_MC_E1_cell263545"
"19094",31,25,75,"Evan_MC_E1_cell264152"
"19095",78,15,31,"Evan_MC_E1_cell264159"
"19096",6,10,30,"Evan_MC_E1_cell264665"
"19097",53,40,92,"Evan_MC_E1_cell264882"
"19098",24,14,49,"Evan_MC_E1_cell264989"
"19099",6,12,14,"Evan_MC_E1_cell265536"
"19100",73,95,21,"Evan_MC_E1_cell265557"
"19101",4,11,49,"Evan_MC_E1_cell265944"
"19102",58,64,58,"Evan_MC_E1_cell266291"
"19103",73,95,21,"Evan_MC_E1_cell266412"
"19104",12,35,66,"Evan_MC_E1_cell266437"
"19105",37,30,75,"Evan_MC_E1_cell266519"
"19106",65,60,109,"Evan_MC_E1_cell266594"
"19107",65,60,107,"Evan_MC_E1_cell266747"
"19108",73,95,21,"Evan_MC_E1_cell267438"
"19109",68,79,4,"Evan_MC_E1_cell267439"
"19110",69,89,19,"Evan_MC_E1_cell267516"
"19111",54,49,95,"Evan_MC_E1_cell267620"
"19112",73,95,21,"Evan_MC_E1_cell267944"
"19113",49,40,92,"Evan_MC_E1_cell268122"
"19114",19,8,45,"Evan_MC_E1_cell268386"
"19115",1,13,44,"Evan_MC_E1_cell268430"
"19116",49,40,92,"Evan_MC_E1_cell268520"
"19117",79,84,8,"Evan_MC_E1_cell269101"
"19118",79,86,10,"Evan_MC_E1_cell269137"
"19119",5,8,31,"Evan_MC_E1_cell269277"
"19120",73,95,21,"Evan_MC_E1_cell269280"
"19121",68,82,119,"Evan_MC_E1_cell269828"
"19122",58,10,95,"Evan_MC_E1_cell270011"
"19123",68,82,98,"Evan_MC_E1_cell270048"
"19124",68,80,99,"Evan_MC_E1_cell270107"
"19125",79,85,8,"Evan_MC_E1_cell270235"
"19126",20,20,56,"Evan_MC_E1_cell270798"
"19127",49,40,92,"Evan_MC_E1_cell270984"
"19128",6,12,27,"Evan_MC_E1_cell271064"
"19129",17,79,43,"Evan_MC_E1_cell271187"
"19130",49,40,92,"Evan_MC_E1_cell271483"
"19131",49,40,92,"Evan_MC_E1_cell271659"
"19132",31,25,75,"Evan_MC_E1_cell272193"
"19133",49,40,92,"Evan_MC_E1_cell272497"
"19134",58,49,95,"Evan_MC_E1_cell272822"
"19135",49,40,92,"Evan_MC_E1_cell272870"
"19136",31,25,75,"Evan_MC_E1_cell273038"
"19137",64,99,3,"Evan_MC_E1_cell273161"
"19138",64,99,3,"Evan_MC_E1_cell273461"
"19139",49,40,92,"Evan_MC_E1_cell273496"
"19140",75,87,117,"Evan_MC_E1_cell273686"
"19141",31,25,62,"Evan_MC_E1_cell273837"
"19142",31,25,75,"Evan_MC_E1_cell274051"
"19143",68,82,119,"Evan_MC_E1_cell274179"
"19144",73,40,21,"Evan_MC_E1_cell274401"
"19145",73,95,117,"Evan_MC_E1_cell274563"
"19146",58,64,58,"Evan_MC_E1_cell274718"
"19147",31,25,75,"Evan_MC_E1_cell275122"
"19148",69,89,115,"Evan_MC_E1_cell275276"
"19149",24,14,34,"Evan_MC_E1_cell275908"
"19150",52,44,8,"Evan_MC_E1_cell275947"
"19151",63,56,112,"Evan_MC_E1_cell275973"
"19152",64,99,3,"Evan_MC_E1_cell276109"
"19153",49,40,75,"Evan_MC_E1_cell276262"
"19154",7,9,27,"Evan_MC_E1_cell276389"
"19155",19,79,45,"Evan_MC_E1_cell276771"
"19156",79,85,10,"Evan_MC_E1_cell277056"
"19157",24,14,49,"Evan_MC_E1_cell277131"
"19158",4,11,28,"Evan_MC_E1_cell277269"
"19159",79,86,8,"Evan_MC_E1_cell277734"
"19160",57,50,93,"Evan_MC_E1_cell278061"
"19161",12,11,49,"Evan_MC_E1_cell278400"
"19162",2,24,77,"Evan_MC_E1_cell278445"
"19163",4,8,28,"Evan_MC_E1_cell278559"
"19164",73,95,21,"Evan_MC_E1_cell278752"
"19165",79,86,9,"Evan_MC_E1_cell279003"
"19166",31,35,100,"Evan_MC_E1_cell279147"
"19167",12,35,66,"Evan_MC_E1_cell279245"
"19168",12,35,66,"Evan_MC_E1_cell279853"
"19169",20,25,49,"Evan_MC_E1_cell279889"
"19170",79,84,105,"Evan_MC_E1_cell280542"
"19171",12,4,66,"Evan_MC_E1_cell280614"
"19172",31,25,75,"Evan_MC_E1_cell280634"
"19173",19,79,45,"Evan_MC_E1_cell280803"
"19174",24,14,49,"Evan_MC_E1_cell280820"
"19175",20,26,56,"Evan_MC_E1_cell280832"
"19176",18,2,47,"Evan_MC_E1_cell281204"
"19177",17,4,43,"Evan_MC_E1_cell281333"
"19178",4,8,28,"Evan_MC_E1_cell281467"
"19179",30,14,49,"Evan_MC_E1_cell281550"
"19180",49,40,92,"Evan_MC_E1_cell281784"
"19181",78,9,27,"Evan_MC_E1_cell282116"
"19182",52,44,105,"Evan_MC_E1_cell282270"
"19183",24,14,49,"Evan_MC_E1_cell282432"
"19184",49,40,92,"Evan_MC_E1_cell282781"
"19185",73,95,21,"Evan_MC_E1_cell282907"
"19186",57,74,113,"Evan_MC_E1_cell283005"
"19187",73,95,21,"Evan_MC_E1_cell283046"
"19188",53,44,92,"Evan_MC_E1_cell283121"
"19189",79,85,10,"Evan_MC_E1_cell283200"
"19190",63,56,111,"Evan_MC_E1_cell283304"
"19191",31,14,49,"Evan_MC_E1_cell283456"
"19192",54,49,95,"Evan_MC_E1_cell283473"
"19193",78,8,31,"Evan_MC_E1_cell283523"
"19194",12,3,77,"Evan_MC_E1_cell283608"
"19195",64,99,3,"Evan_MC_E1_cell283765"
"19196",78,8,31,"Evan_MC_E1_cell284585"
"19197",57,50,93,"Evan_MC_E1_cell284847"
"19198",39,60,109,"Evan_MC_E1_cell285272"
"19199",17,2,43,"Evan_MC_E1_cell285510"
"19200",4,11,28,"Evan_MC_E1_cell285757"
"19201",78,8,31,"Evan_MC_E1_cell285769"
"19202",57,74,113,"Evan_MC_E1_cell285850"
"19203",21,54,38,"Evan_MC_E1_cell286030"
"19204",68,78,4,"Evan_MC_E1_cell286054"
"19205",52,48,105,"Evan_MC_E1_cell286333"
"19206",57,74,113,"Evan_MC_E1_cell286457"
"19207",24,14,49,"Evan_MC_E1_cell286492"
"19208",72,96,23,"Evan_MC_E1_cell286562"
"19209",38,25,75,"Evan_MC_E1_cell287063"
"19210",49,40,92,"Evan_MC_E1_cell287434"
"19211",75,87,117,"Evan_MC_E1_cell287932"
"19212",54,49,95,"Evan_MC_E1_cell287964"
"19213",17,4,43,"Evan_MC_E1_cell287983"
"19214",18,2,47,"Evan_MC_E1_cell288164"
"19215",78,8,18,"Evan_MC_E1_cell288241"
"19216",49,40,92,"Evan_MC_E1_cell288333"
"19217",49,40,92,"Evan_MC_E1_cell288566"
"19218",79,84,8,"Evan_MC_E1_cell288869"
"19219",78,9,31,"Evan_MC_E1_cell289235"
"19220",7,9,54,"Evan_MC_E1_cell289439"
"19221",73,95,117,"Evan_MC_E1_cell289449"
"19222",63,59,111,"Evan_MC_E1_cell289500"
"19223",52,98,9,"Evan_MC_E1_cell289513"
"19224",12,35,77,"Evan_MC_E1_cell289634"
"19225",79,84,105,"Evan_MC_E1_cell289751"
"19226",25,14,49,"Evan_MC_E1_cell289858"
"19227",52,44,105,"Evan_MC_E1_cell290202"
"19228",80,84,8,"Evan_MC_E1_cell290341"
"19229",31,14,49,"Evan_MC_E1_cell290566"
"19230",79,85,10,"Evan_MC_E1_cell291080"
"19231",6,12,30,"Evan_MC_E1_cell291087"
"19232",52,44,85,"Evan_MC_E1_cell291170"
"19233",6,10,27,"Evan_MC_E1_cell291291"
"19234",49,40,92,"Evan_MC_E1_cell291332"
"19235",78,8,31,"Evan_MC_E1_cell291400"
"19236",79,85,8,"Evan_MC_E1_cell291471"
"19237",79,84,8,"Evan_MC_E1_cell291535"
"19238",58,49,95,"Evan_MC_E1_cell291814"
"19239",65,78,4,"Evan_MC_E1_cell291870"
"19240",78,8,31,"Evan_MC_E1_cell291897"
"19241",63,56,112,"Evan_MC_E1_cell291911"
"19242",13,12,30,"Evan_MC_E1_cell292138"
"19243",24,14,49,"Evan_MC_E1_cell292364"
"19244",63,56,112,"Evan_MC_E1_cell292404"
"19245",79,84,8,"Evan_MC_E1_cell292591"
"19246",69,89,22,"Evan_MC_E1_cell292945"
"19247",79,84,8,"Evan_MC_E1_cell293088"
"19248",49,44,92,"Evan_MC_E1_cell293134"
"19249",79,85,10,"Evan_MC_E1_cell293571"
"19250",12,24,99,"Evan_MC_E1_cell294536"
"19251",49,40,92,"Evan_MC_E1_cell294712"
"19252",64,99,3,"Evan_MC_E1_cell294718"
"19253",80,8,31,"Evan_MC_E1_cell294878"
"19254",31,25,75,"Evan_MC_E1_cell294886"
"19255",79,84,8,"Evan_MC_E1_cell294941"
"19256",24,14,36,"Evan_MC_E1_cell295070"
"19257",53,50,93,"Evan_MC_E1_cell295388"
"19258",8,9,95,"Evan_MC_E1_cell295631"
"19259",39,60,109,"Evan_MC_E1_cell295880"
"19260",24,20,49,"Evan_MC_E1_cell296028"
"19261",12,35,77,"Evan_MC_E1_cell296322"
"19262",5,8,30,"Evan_MC_E1_cell296403"
"19263",4,11,28,"Evan_MC_E1_cell296509"
"19264",32,23,75,"Evan_MC_E1_cell296561"
"19265",31,25,75,"Evan_MC_E1_cell296643"
"19266",6,12,27,"Evan_MC_E1_cell296710"
"19267",49,40,92,"Evan_MC_E1_cell296961"
"19268",64,99,3,"Evan_MC_E1_cell296974"
