"","80","100","120","cells"
"18233",49,40,92,"Evan_MC_E1_cell104041"
"18234",1,13,44,"Evan_MC_E1_cell105388"
"18235",62,60,109,"Evan_MC_E1_cell105401"
"18236",49,40,92,"Evan_MC_E1_cell105549"
"18237",20,20,56,"Evan_MC_E1_cell105810"
"18238",63,56,111,"Evan_MC_E1_cell106049"
"18239",20,20,58,"Evan_MC_E1_cell106212"
"18240",79,84,8,"Evan_MC_E1_cell106241"
"18241",24,14,49,"Evan_MC_E1_cell106352"
"18242",7,9,35,"Evan_MC_E1_cell106753"
"18243",79,84,8,"Evan_MC_E1_cell106970"
"18244",17,14,49,"Evan_MC_E1_cell107034"
"18245",39,60,89,"Evan_MC_E1_cell107183"
"18246",57,74,20,"Evan_MC_E1_cell107420"
"18247",57,74,113,"Evan_MC_E1_cell107445"
"18248",5,8,30,"Evan_MC_E1_cell107514"
"18249",79,84,8,"Evan_MC_E1_cell108120"
"18250",39,62,109,"Evan_MC_E1_cell108618"
"18251",79,85,8,"Evan_MC_E1_cell109215"
"18252",18,2,47,"Evan_MC_E1_cell109573"
"18253",31,25,75,"Evan_MC_E1_cell109767"
"18254",17,79,45,"Evan_MC_E1_cell109951"
"18255",4,8,49,"Evan_MC_E1_cell110051"
"18256",4,11,28,"Evan_MC_E1_cell110299"
"18257",31,25,75,"Evan_MC_E1_cell110824"
"18258",19,79,45,"Evan_MC_E1_cell111163"
"18259",53,53,93,"Evan_MC_E1_cell111460"
"18260",73,95,21,"Evan_MC_E1_cell111774"
"18261",75,87,117,"Evan_MC_E1_cell111942"
"18262",62,61,87,"Evan_MC_E1_cell111959"
"18263",24,20,49,"Evan_MC_E1_cell112112"
"18264",6,10,27,"Evan_MC_E1_cell112183"
"18265",37,30,75,"Evan_MC_E1_cell112551"
"18266",4,11,12,"Evan_MC_E1_cell112933"
"18267",49,91,25,"Evan_MC_E1_cell113288"
"18268",19,2,45,"Evan_MC_E1_cell113433"
"18269",63,82,112,"Evan_MC_E1_cell113544"
"18270",75,87,117,"Evan_MC_E1_cell113820"
"18271",17,11,43,"Evan_MC_E1_cell113832"
"18272",4,54,28,"Evan_MC_E1_cell114158"
"18273",79,85,8,"Evan_MC_E1_cell114168"
"18274",65,78,4,"Evan_MC_E1_cell114421"
"18275",68,82,4,"Evan_MC_E1_cell114687"
"18276",78,9,31,"Evan_MC_E1_cell115086"
"18277",73,95,21,"Evan_MC_E1_cell115140"
"18278",75,95,21,"Evan_MC_E1_cell115348"
"18279",79,84,8,"Evan_MC_E1_cell115410"
"18280",63,59,112,"Evan_MC_E1_cell115472"
"18281",79,84,104,"Evan_MC_E1_cell115831"
"18282",79,84,8,"Evan_MC_E1_cell115925"
"18283",18,2,47,"Evan_MC_E1_cell115927"
"18284",12,35,99,"Evan_MC_E1_cell116059"
"18285",79,84,105,"Evan_MC_E1_cell116468"
"18286",73,95,21,"Evan_MC_E1_cell116759"
"18287",49,40,73,"Evan_MC_E1_cell117100"
"18288",1,35,44,"Evan_MC_E1_cell117205"
"18289",69,89,19,"Evan_MC_E1_cell117221"
"18290",62,63,107,"Evan_MC_E1_cell117457"
"18291",78,56,112,"Evan_MC_E1_cell117657"
"18292",78,8,31,"Evan_MC_E1_cell117700"
"18293",49,40,92,"Evan_MC_E1_cell118327"
"18294",66,56,111,"Evan_MC_E1_cell118354"
"18295",31,25,75,"Evan_MC_E1_cell118660"
"18296",39,60,109,"Evan_MC_E1_cell118718"
"18297",79,85,8,"Evan_MC_E1_cell118998"
"18298",18,2,47,"Evan_MC_E1_cell119143"
"18299",78,8,31,"Evan_MC_E1_cell119179"
"18300",63,56,119,"Evan_MC_E1_cell119192"
"18301",4,11,28,"Evan_MC_E1_cell119573"
"18302",49,40,75,"Evan_MC_E1_cell119964"
"18303",37,25,75,"Evan_MC_E1_cell120285"
"18304",66,56,112,"Evan_MC_E1_cell120536"
"18305",20,20,56,"Evan_MC_E1_cell120539"
"18306",12,35,77,"Evan_MC_E1_cell120669"
"18307",69,89,19,"Evan_MC_E1_cell120955"
"18308",49,40,92,"Evan_MC_E1_cell120991"
"18309",63,56,112,"Evan_MC_E1_cell121723"
"18310",20,20,56,"Evan_MC_E1_cell121909"
"18311",73,95,21,"Evan_MC_E1_cell122111"
"18312",14,57,38,"Evan_MC_E1_cell122194"
"18313",19,79,45,"Evan_MC_E1_cell122206"
"18314",49,92,92,"Evan_MC_E1_cell122356"
"18315",20,8,58,"Evan_MC_E1_cell122706"
"18316",44,40,109,"Evan_MC_E1_cell122890"
"18317",31,25,75,"Evan_MC_E1_cell122914"
"18318",13,8,30,"Evan_MC_E1_cell123017"
"18319",57,74,113,"Evan_MC_E1_cell123039"
"18320",31,78,4,"Evan_MC_E1_cell123195"
"18321",79,84,8,"Evan_MC_E1_cell123647"
"18322",80,8,31,"Evan_MC_E1_cell123821"
"18323",70,40,92,"Evan_MC_E1_cell124395"
"18324",49,40,92,"Evan_MC_E1_cell124512"
"18325",62,61,107,"Evan_MC_E1_cell124615"
"18326",73,95,21,"Evan_MC_E1_cell124752"
"18327",52,98,105,"Evan_MC_E1_cell124827"
"18328",69,89,19,"Evan_MC_E1_cell125174"
"18329",52,44,105,"Evan_MC_E1_cell125180"
"18330",52,44,105,"Evan_MC_E1_cell125692"
"18331",5,17,27,"Evan_MC_E1_cell125859"
"18332",31,25,75,"Evan_MC_E1_cell126114"
"18333",79,84,8,"Evan_MC_E1_cell126209"
"18334",61,67,95,"Evan_MC_E1_cell126294"
"18335",57,74,113,"Evan_MC_E1_cell126419"
"18336",14,54,38,"Evan_MC_E1_cell126438"
"18337",62,61,107,"Evan_MC_E1_cell126525"
"18338",24,14,49,"Evan_MC_E1_cell126540"
"18339",6,8,31,"Evan_MC_E1_cell127070"
"18340",80,8,31,"Evan_MC_E1_cell127254"
"18341",79,84,8,"Evan_MC_E1_cell127434"
"18342",79,84,8,"Evan_MC_E1_cell127437"
"18343",69,79,4,"Evan_MC_E1_cell127696"
"18344",56,44,105,"Evan_MC_E1_cell128476"
"18345",31,25,58,"Evan_MC_E1_cell128504"
"18346",49,40,92,"Evan_MC_E1_cell128676"
"18347",31,25,75,"Evan_MC_E1_cell128739"
"18348",73,95,21,"Evan_MC_E1_cell128767"
"18349",79,84,8,"Evan_MC_E1_cell128964"
"18350",64,99,3,"Evan_MC_E1_cell129011"
"18351",31,40,75,"Evan_MC_E1_cell129366"
"18352",31,25,75,"Evan_MC_E1_cell129790"
"18353",12,24,99,"Evan_MC_E1_cell129813"
"18354",66,56,111,"Evan_MC_E1_cell129987"
"18355",73,95,21,"Evan_MC_E1_cell130076"
"18356",14,54,38,"Evan_MC_E1_cell130106"
"18357",12,35,99,"Evan_MC_E1_cell130207"
"18358",69,89,19,"Evan_MC_E1_cell130760"
"18359",20,20,56,"Evan_MC_E1_cell130909"
"18360",49,40,92,"Evan_MC_E1_cell131132"
"18361",31,25,75,"Evan_MC_E1_cell131450"
"18362",75,87,117,"Evan_MC_E1_cell131854"
"18363",19,2,30,"Evan_MC_E1_cell132309"
"18364",49,40,73,"Evan_MC_E1_cell132440"
"18365",58,65,79,"Evan_MC_E1_cell132459"
"18366",63,56,112,"Evan_MC_E1_cell132467"
"18367",20,20,58,"Evan_MC_E1_cell132721"
"18368",67,99,3,"Evan_MC_E1_cell132963"
"18369",53,51,97,"Evan_MC_E1_cell133063"
"18370",49,40,92,"Evan_MC_E1_cell133179"
"18371",20,20,56,"Evan_MC_E1_cell133205"
"18372",13,10,27,"Evan_MC_E1_cell133298"
"18373",6,8,27,"Evan_MC_E1_cell133460"
"18374",65,22,4,"Evan_MC_E1_cell133627"
"18375",49,40,92,"Evan_MC_E1_cell133842"
"18376",20,20,56,"Evan_MC_E1_cell133868"
"18377",79,84,8,"Evan_MC_E1_cell134068"
"18378",57,50,78,"Evan_MC_E1_cell134413"
"18379",12,24,77,"Evan_MC_E1_cell134647"
"18380",17,90,43,"Evan_MC_E1_cell134669"
"18381",31,25,75,"Evan_MC_E1_cell134734"
"18382",73,40,92,"Evan_MC_E1_cell134947"
"18383",12,13,66,"Evan_MC_E1_cell135018"
"18384",31,98,100,"Evan_MC_E1_cell135057"
"18385",31,25,75,"Evan_MC_E1_cell135121"
"18386",78,8,31,"Evan_MC_E1_cell135409"
"18387",65,61,107,"Evan_MC_E1_cell135426"
"18388",79,84,8,"Evan_MC_E1_cell135489"
"18389",49,40,92,"Evan_MC_E1_cell135585"
"18390",37,25,75,"Evan_MC_E1_cell135880"
"18391",4,11,28,"Evan_MC_E1_cell135947"
"18392",19,79,45,"Evan_MC_E1_cell136501"
"18393",53,50,93,"Evan_MC_E1_cell136516"
"18394",4,8,28,"Evan_MC_E1_cell136599"
"18395",65,78,4,"Evan_MC_E1_cell136635"
"18396",54,49,95,"Evan_MC_E1_cell136667"
"18397",18,2,47,"Evan_MC_E1_cell136779"
"18398",79,84,10,"Evan_MC_E1_cell137118"
"18399",49,40,92,"Evan_MC_E1_cell137259"
"18400",31,35,75,"Evan_MC_E1_cell137367"
"18401",31,25,75,"Evan_MC_E1_cell137669"
"18402",49,40,92,"Evan_MC_E1_cell137682"
"18403",39,40,109,"Evan_MC_E1_cell138173"
"18404",13,8,30,"Evan_MC_E1_cell138288"
"18405",49,25,75,"Evan_MC_E1_cell138448"
"18406",73,95,21,"Evan_MC_E1_cell138684"
"18407",13,10,30,"Evan_MC_E1_cell139122"
"18408",37,25,75,"Evan_MC_E1_cell139311"
"18409",79,84,8,"Evan_MC_E1_cell139364"
"18410",76,90,92,"Evan_MC_E1_cell139767"
"18411",80,84,8,"Evan_MC_E1_cell139956"
"18412",52,44,105,"Evan_MC_E1_cell140201"
"18413",79,84,8,"Evan_MC_E1_cell140289"
"18414",31,25,75,"Evan_MC_E1_cell140398"
"18415",52,44,105,"Evan_MC_E1_cell140465"
"18416",18,2,47,"Evan_MC_E1_cell140696"
"18417",79,84,8,"Evan_MC_E1_cell140803"
"18418",79,85,8,"Evan_MC_E1_cell141685"
"18419",79,85,8,"Evan_MC_E1_cell141759"
"18420",31,40,92,"Evan_MC_E1_cell142006"
"18421",49,40,92,"Evan_MC_E1_cell142556"
"18422",24,14,49,"Evan_MC_E1_cell142584"
"18423",49,40,92,"Evan_MC_E1_cell143001"
"18424",49,44,92,"Evan_MC_E1_cell143053"
"18425",79,84,8,"Evan_MC_E1_cell143169"
"18426",37,25,58,"Evan_MC_E1_cell143206"
"18427",49,40,92,"Evan_MC_E1_cell143354"
"18428",20,20,56,"Evan_MC_E1_cell143522"
"18429",20,14,49,"Evan_MC_E1_cell144134"
"18430",12,24,99,"Evan_MC_E1_cell144283"
"18431",28,64,58,"Evan_MC_E1_cell144309"
"18432",5,8,30,"Evan_MC_E1_cell144761"
"18433",13,12,27,"Evan_MC_E1_cell144975"
"18434",79,85,10,"Evan_MC_E1_cell144979"
"18435",31,25,75,"Evan_MC_E1_cell145236"
"18436",69,89,19,"Evan_MC_E1_cell145249"
"18437",19,79,45,"Evan_MC_E1_cell145359"
"18438",12,24,7,"Evan_MC_E1_cell145571"
"18439",79,84,8,"Evan_MC_E1_cell145576"
"18440",31,25,75,"Evan_MC_E1_cell145587"
"18441",78,8,31,"Evan_MC_E1_cell145818"
"18442",31,40,75,"Evan_MC_E1_cell145836"
"18443",79,85,10,"Evan_MC_E1_cell146356"
"18444",49,40,92,"Evan_MC_E1_cell146397"
"18445",75,87,117,"Evan_MC_E1_cell146476"
"18446",80,85,8,"Evan_MC_E1_cell146522"
"18447",66,56,90,"Evan_MC_E1_cell146700"
"18448",63,56,112,"Evan_MC_E1_cell146841"
"18449",24,14,49,"Evan_MC_E1_cell147093"
"18450",57,75,113,"Evan_MC_E1_cell147147"
"18451",73,96,25,"Evan_MC_E1_cell147387"
"18452",5,12,30,"Evan_MC_E1_cell147934"
"18453",58,64,43,"Evan_MC_E1_cell148129"
"18454",49,40,92,"Evan_MC_E1_cell148198"
"18455",57,74,113,"Evan_MC_E1_cell148576"
"18456",20,20,39,"Evan_MC_E1_cell148822"
"18457",49,40,92,"Evan_MC_E1_cell148893"
"18458",49,40,92,"Evan_MC_E1_cell149102"
"18459",65,61,107,"Evan_MC_E1_cell149111"
"18460",75,87,117,"Evan_MC_E1_cell149142"
"18461",20,20,56,"Evan_MC_E1_cell149448"
"18462",24,14,49,"Evan_MC_E1_cell149904"
"18463",79,84,8,"Evan_MC_E1_cell150020"
"18464",20,14,56,"Evan_MC_E1_cell150392"
"18465",12,35,5,"Evan_MC_E1_cell150453"
"18466",17,2,43,"Evan_MC_E1_cell150459"
"18467",58,49,95,"Evan_MC_E1_cell150607"
"18468",73,95,21,"Evan_MC_E1_cell150778"
"18469",31,25,75,"Evan_MC_E1_cell150928"
"18470",49,40,92,"Evan_MC_E1_cell151020"
"18471",76,84,92,"Evan_MC_E1_cell151089"
"18472",5,10,27,"Evan_MC_E1_cell151477"
"18473",73,95,21,"Evan_MC_E1_cell151759"
"18474",69,89,17,"Evan_MC_E1_cell151870"
"18475",8,9,18,"Evan_MC_E1_cell151987"
"18476",18,90,43,"Evan_MC_E1_cell152469"
"18477",62,60,109,"Evan_MC_E1_cell152722"
"18478",12,24,99,"Evan_MC_E1_cell152835"
"18479",31,25,75,"Evan_MC_E1_cell152885"
"18480",63,56,111,"Evan_MC_E1_cell152944"
"18481",80,84,8,"Evan_MC_E1_cell152946"
"18482",64,99,3,"Evan_MC_E1_cell152970"
"18483",31,25,75,"Evan_MC_E1_cell153265"
"18484",57,74,113,"Evan_MC_E1_cell153399"
"18485",54,50,95,"Evan_MC_E1_cell153487"
"18486",73,96,25,"Evan_MC_E1_cell153947"
"18487",73,95,21,"Evan_MC_E1_cell154037"
"18488",49,40,73,"Evan_MC_E1_cell154153"
"18489",80,85,10,"Evan_MC_E1_cell154160"
"18490",12,24,99,"Evan_MC_E1_cell154416"
"18491",68,82,119,"Evan_MC_E1_cell155095"
"18492",31,40,75,"Evan_MC_E1_cell155191"
"18493",25,2,45,"Evan_MC_E1_cell155194"
"18494",70,93,92,"Evan_MC_E1_cell155760"
"18495",4,11,28,"Evan_MC_E1_cell156197"
"18496",62,60,109,"Evan_MC_E1_cell156275"
"18497",2,35,66,"Evan_MC_E1_cell156503"
"18498",73,95,117,"Evan_MC_E1_cell156656"
"18499",75,87,117,"Evan_MC_E1_cell156721"
"18500",80,8,30,"Evan_MC_E1_cell157050"
"18501",79,85,8,"Evan_MC_E1_cell157065"
"18502",18,2,47,"Evan_MC_E1_cell157238"
"18503",31,40,92,"Evan_MC_E1_cell157278"
"18504",19,8,45,"Evan_MC_E1_cell157484"
"18505",20,20,58,"Evan_MC_E1_cell157717"
"18506",73,95,21,"Evan_MC_E1_cell157749"
"18507",49,40,92,"Evan_MC_E1_cell157962"
"18508",64,99,3,"Evan_MC_E1_cell158159"
"18509",17,4,45,"Evan_MC_E1_cell158177"
"18510",49,40,92,"Evan_MC_E1_cell158311"
"18511",52,98,9,"Evan_MC_E1_cell158504"
"18512",73,95,21,"Evan_MC_E1_cell158518"
"18513",53,40,92,"Evan_MC_E1_cell158771"
"18514",73,96,25,"Evan_MC_E1_cell159202"
"18515",62,61,107,"Evan_MC_E1_cell159451"
"18516",20,20,56,"Evan_MC_E1_cell159765"
"18517",75,95,21,"Evan_MC_E1_cell160052"
"18518",49,40,92,"Evan_MC_E1_cell160382"
"18519",49,46,75,"Evan_MC_E1_cell160760"
"18520",75,87,117,"Evan_MC_E1_cell160916"
"18521",24,14,49,"Evan_MC_E1_cell160957"
"18522",49,40,92,"Evan_MC_E1_cell161011"
"18523",20,25,51,"Evan_MC_E1_cell161233"
"18524",71,96,25,"Evan_MC_E1_cell161258"
"18525",49,40,92,"Evan_MC_E1_cell161277"
"18526",53,50,93,"Evan_MC_E1_cell161498"
"18527",62,60,109,"Evan_MC_E1_cell161717"
"18528",73,95,21,"Evan_MC_E1_cell161859"
"18529",68,82,119,"Evan_MC_E1_cell161931"
"18530",49,25,92,"Evan_MC_E1_cell162098"
"18531",20,14,51,"Evan_MC_E1_cell162120"
"18532",37,25,75,"Evan_MC_E1_cell162414"
"18533",31,25,75,"Evan_MC_E1_cell162668"
"18534",79,84,8,"Evan_MC_E1_cell162677"
"18535",31,25,75,"Evan_MC_E1_cell163057"
"18536",79,84,8,"Evan_MC_E1_cell163218"
"18537",79,85,8,"Evan_MC_E1_cell163502"
"18538",78,8,31,"Evan_MC_E1_cell163834"
"18539",78,9,30,"Evan_MC_E1_cell164088"
"18540",12,35,99,"Evan_MC_E1_cell164102"
"18541",31,25,75,"Evan_MC_E1_cell164224"
"18542",31,25,75,"Evan_MC_E1_cell164599"
"18543",31,40,75,"Evan_MC_E1_cell164949"
"18544",40,62,109,"Evan_MC_E1_cell164996"
"18545",68,80,120,"Evan_MC_E1_cell165009"
"18546",7,9,35,"Evan_MC_E1_cell165029"
"18547",19,79,45,"Evan_MC_E1_cell165319"
"18548",24,20,49,"Evan_MC_E1_cell165356"
"18549",1,13,66,"Evan_MC_E1_cell165477"
"18550",73,95,21,"Evan_MC_E1_cell165598"
"18551",54,49,95,"Evan_MC_E1_cell165628"
"18552",49,40,92,"Evan_MC_E1_cell165681"
"18553",68,82,119,"Evan_MC_E1_cell165710"
"18554",52,44,105,"Evan_MC_E1_cell165896"
"18555",24,14,49,"Evan_MC_E1_cell166025"
"18556",62,60,107,"Evan_MC_E1_cell166229"
"18557",31,25,75,"Evan_MC_E1_cell166289"
"18558",63,56,112,"Evan_MC_E1_cell166301"
"18559",52,48,105,"Evan_MC_E1_cell166429"
"18560",79,84,8,"Evan_MC_E1_cell166431"
"18561",20,50,95,"Evan_MC_E1_cell166516"
"18562",53,54,93,"Evan_MC_E1_cell166598"
"18563",19,79,45,"Evan_MC_E1_cell166669"
"18564",49,40,92,"Evan_MC_E1_cell166705"
"18565",25,2,47,"Evan_MC_E1_cell167245"
"18566",37,25,75,"Evan_MC_E1_cell167276"
"18567",68,80,120,"Evan_MC_E1_cell167598"
"18568",53,44,92,"Evan_MC_E1_cell167617"
"18569",73,95,21,"Evan_MC_E1_cell167628"
"18570",12,35,66,"Evan_MC_E1_cell167792"
"18571",6,10,27,"Evan_MC_E1_cell167867"
"18572",53,53,74,"Evan_MC_E1_cell167923"
"18573",12,35,77,"Evan_MC_E1_cell168000"
"18574",13,8,27,"Evan_MC_E1_cell168136"
"18575",75,87,117,"Evan_MC_E1_cell168575"
"18576",2,35,66,"Evan_MC_E1_cell168624"
"18577",73,95,21,"Evan_MC_E1_cell168737"
"18578",12,35,99,"Evan_MC_E1_cell168928"
"18579",78,9,31,"Evan_MC_E1_cell169326"
"18580",49,40,92,"Evan_MC_E1_cell169682"
"18581",73,95,21,"Evan_MC_E1_cell169977"
"18582",78,8,19,"Evan_MC_E1_cell170241"
"18583",53,50,93,"Evan_MC_E1_cell170302"
"18584",79,86,10,"Evan_MC_E1_cell171033"
"18585",63,56,111,"Evan_MC_E1_cell171319"
"18586",31,25,58,"Evan_MC_E1_cell171479"
"18587",20,14,56,"Evan_MC_E1_cell171683"
"18588",20,14,49,"Evan_MC_E1_cell171747"
"18589",49,40,92,"Evan_MC_E1_cell171772"
"18590",68,80,119,"Evan_MC_E1_cell171890"
"18591",17,4,45,"Evan_MC_E1_cell172044"
"18592",49,40,92,"Evan_MC_E1_cell172306"
"18593",72,96,119,"Evan_MC_E1_cell172530"
"18594",2,3,99,"Evan_MC_E1_cell172733"
"18595",65,99,3,"Evan_MC_E1_cell172740"
"18596",75,95,21,"Evan_MC_E1_cell172915"
"18597",1,35,66,"Evan_MC_E1_cell172973"
"18598",57,49,95,"Evan_MC_E1_cell172989"
"18599",68,82,119,"Evan_MC_E1_cell173086"
"18600",21,64,58,"Evan_MC_E1_cell173407"
"18601",49,40,92,"Evan_MC_E1_cell173642"
"18602",49,40,4,"Evan_MC_E1_cell173652"
"18603",17,4,43,"Evan_MC_E1_cell174146"
"18604",19,9,47,"Evan_MC_E1_cell174423"
"18605",6,10,27,"Evan_MC_E1_cell174489"
"18606",65,61,107,"Evan_MC_E1_cell174520"
"18607",49,84,92,"Evan_MC_E1_cell174602"
"18608",62,60,109,"Evan_MC_E1_cell174852"
"18609",49,40,92,"Evan_MC_E1_cell174917"
"18610",49,40,92,"Evan_MC_E1_cell174972"
"18611",54,49,76,"Evan_MC_E1_cell175032"
"18612",6,10,27,"Evan_MC_E1_cell175172"
"18613",52,48,85,"Evan_MC_E1_cell175235"
"18614",79,84,8,"Evan_MC_E1_cell175267"
"18615",20,26,58,"Evan_MC_E1_cell175392"
"18616",24,14,49,"Evan_MC_E1_cell175404"
"18617",57,74,113,"Evan_MC_E1_cell175431"
"18618",78,9,31,"Evan_MC_E1_cell175465"
"18619",20,20,58,"Evan_MC_E1_cell175638"
"18620",18,2,47,"Evan_MC_E1_cell175673"
"18621",71,95,25,"Evan_MC_E1_cell175720"
"18622",79,84,8,"Evan_MC_E1_cell175918"
"18623",49,40,92,"Evan_MC_E1_cell176023"
"18624",54,50,93,"Evan_MC_E1_cell176518"
"18625",62,60,89,"Evan_MC_E1_cell176878"
"18626",31,33,75,"Evan_MC_E1_cell177027"
"18627",12,24,77,"Evan_MC_E1_cell177119"
"18628",18,2,47,"Evan_MC_E1_cell177369"
"18629",19,2,32,"Evan_MC_E1_cell177396"
"18630",12,35,5,"Evan_MC_E1_cell177449"
"18631",12,24,77,"Evan_MC_E1_cell177655"
"18632",12,35,5,"Evan_MC_E1_cell177738"
"18633",20,20,56,"Evan_MC_E1_cell177754"
"18634",78,9,31,"Evan_MC_E1_cell178671"
"18635",75,87,117,"Evan_MC_E1_cell178878"
"18636",53,50,74,"Evan_MC_E1_cell179107"
"18637",5,10,27,"Evan_MC_E1_cell179130"
"18638",72,96,23,"Evan_MC_E1_cell179180"
"18639",31,40,75,"Evan_MC_E1_cell179753"
"18640",62,62,109,"Evan_MC_E1_cell180094"
"18641",6,10,27,"Evan_MC_E1_cell180325"
"18642",75,95,21,"Evan_MC_E1_cell180385"
"18643",19,79,45,"Evan_MC_E1_cell180505"
"18644",78,8,31,"Evan_MC_E1_cell180642"
"18645",12,35,77,"Evan_MC_E1_cell180815"
"18646",19,79,45,"Evan_MC_E1_cell180830"
"18647",31,25,75,"Evan_MC_E1_cell181128"
"18648",17,4,45,"Evan_MC_E1_cell181281"
"18649",73,95,21,"Evan_MC_E1_cell181344"
"18650",20,64,58,"Evan_MC_E1_cell181407"
"18651",12,24,77,"Evan_MC_E1_cell181577"
"18652",78,8,31,"Evan_MC_E1_cell181923"
"18653",49,40,92,"Evan_MC_E1_cell182308"
"18654",80,84,105,"Evan_MC_E1_cell182486"
"18655",19,79,45,"Evan_MC_E1_cell182624"
"18656",20,20,56,"Evan_MC_E1_cell182806"
"18657",79,85,10,"Evan_MC_E1_cell182920"
"18658",24,14,49,"Evan_MC_E1_cell182960"
"18659",53,44,92,"Evan_MC_E1_cell183182"
"18660",49,40,92,"Evan_MC_E1_cell183275"
"18661",54,64,58,"Evan_MC_E1_cell183378"
"18662",20,14,56,"Evan_MC_E1_cell183536"
"18663",20,14,49,"Evan_MC_E1_cell183618"
"18664",17,4,43,"Evan_MC_E1_cell183714"
"18665",20,20,56,"Evan_MC_E1_cell183743"
"18666",73,95,21,"Evan_MC_E1_cell183831"
"18667",79,84,8,"Evan_MC_E1_cell184090"
"18668",52,44,105,"Evan_MC_E1_cell184435"
"18669",24,14,49,"Evan_MC_E1_cell184525"
"18670",49,44,92,"Evan_MC_E1_cell184708"
"18671",31,25,75,"Evan_MC_E1_cell184851"
"18672",79,86,8,"Evan_MC_E1_cell184899"
"18673",79,84,8,"Evan_MC_E1_cell185254"
"18674",6,17,27,"Evan_MC_E1_cell185398"
"18675",12,24,99,"Evan_MC_E1_cell185422"
"18676",24,14,49,"Evan_MC_E1_cell185661"
"18677",25,14,34,"Evan_MC_E1_cell185727"
"18678",31,25,75,"Evan_MC_E1_cell185869"
"18679",62,61,87,"Evan_MC_E1_cell186100"
"18680",12,35,77,"Evan_MC_E1_cell186426"
"18681",54,49,95,"Evan_MC_E1_cell186760"
"18682",73,95,21,"Evan_MC_E1_cell186896"
"18683",31,25,75,"Evan_MC_E1_cell187217"
"18684",73,95,21,"Evan_MC_E1_cell187259"
"18685",6,10,27,"Evan_MC_E1_cell187443"
"18686",6,12,27,"Evan_MC_E1_cell187939"
"18687",6,10,27,"Evan_MC_E1_cell188025"
"18688",1,13,3,"Evan_MC_E1_cell188154"
"18689",18,10,32,"Evan_MC_E1_cell188254"
"18690",80,8,49,"Evan_MC_E1_cell189341"
"18691",49,40,92,"Evan_MC_E1_cell189402"
"18692",73,95,117,"Evan_MC_E1_cell189447"
"18693",73,95,21,"Evan_MC_E1_cell189630"
"18694",49,40,92,"Evan_MC_E1_cell189688"
"18695",49,40,92,"Evan_MC_E1_cell189733"
"18696",12,2,66,"Evan_MC_E1_cell189979"
"18697",12,7,3,"Evan_MC_E1_cell190131"
"18698",7,49,95,"Evan_MC_E1_cell190383"
"18699",52,44,105,"Evan_MC_E1_cell190535"
"18700",49,40,92,"Evan_MC_E1_cell190583"
"18701",79,84,8,"Evan_MC_E1_cell190908"
"18702",49,40,92,"Evan_MC_E1_cell190920"
"18703",28,64,42,"Evan_MC_E1_cell190995"
"18704",63,56,111,"Evan_MC_E1_cell191082"
"18705",53,40,92,"Evan_MC_E1_cell191273"
"18706",68,82,98,"Evan_MC_E1_cell191369"
"18707",12,24,99,"Evan_MC_E1_cell191576"
"18708",24,14,49,"Evan_MC_E1_cell191673"
"18709",49,40,92,"Evan_MC_E1_cell191845"
"18710",69,89,19,"Evan_MC_E1_cell192080"
"18711",80,84,8,"Evan_MC_E1_cell192208"
"18712",53,40,92,"Evan_MC_E1_cell192437"
"18713",31,25,75,"Evan_MC_E1_cell192957"
"18714",14,10,14,"Evan_MC_E1_cell192964"
"18715",12,24,77,"Evan_MC_E1_cell193009"
"18716",49,40,92,"Evan_MC_E1_cell193201"
"18717",68,80,99,"Evan_MC_E1_cell193272"
"18718",12,35,66,"Evan_MC_E1_cell193881"
"18719",68,80,119,"Evan_MC_E1_cell194156"
"18720",24,14,49,"Evan_MC_E1_cell194443"
"18721",79,85,10,"Evan_MC_E1_cell194593"
"18722",49,40,73,"Evan_MC_E1_cell194768"
"18723",24,8,49,"Evan_MC_E1_cell195635"
"18724",53,51,93,"Evan_MC_E1_cell195904"
"18725",24,14,49,"Evan_MC_E1_cell196020"
"18726",79,86,8,"Evan_MC_E1_cell196248"
"18727",24,14,49,"Evan_MC_E1_cell196273"
"18728",25,14,49,"Evan_MC_E1_cell196484"
"18729",53,54,97,"Evan_MC_E1_cell197046"
"18730",31,25,75,"Evan_MC_E1_cell197602"
"18731",73,95,21,"Evan_MC_E1_cell197651"
"18732",49,40,66,"Evan_MC_E1_cell198010"
"18733",20,14,49,"Evan_MC_E1_cell198054"
"18734",65,78,4,"Evan_MC_E1_cell198361"
"18735",49,40,75,"Evan_MC_E1_cell198507"
"18736",24,14,49,"Evan_MC_E1_cell198570"
"18737",57,52,95,"Evan_MC_E1_cell198618"
"18738",79,85,8,"Evan_MC_E1_cell198742"
"18739",68,80,119,"Evan_MC_E1_cell198746"
"18740",31,25,75,"Evan_MC_E1_cell199316"
"18741",68,80,99,"Evan_MC_E1_cell199404"
"18742",78,9,31,"Evan_MC_E1_cell199492"
"18743",5,8,49,"Evan_MC_E1_cell199668"
"18744",53,40,92,"Evan_MC_E1_cell199991"
"18745",73,95,117,"Evan_MC_E1_cell200037"
"18746",20,14,56,"Evan_MC_E1_cell200288"
"18747",20,20,56,"Evan_MC_E1_cell200515"
"18748",71,96,120,"Evan_MC_E1_cell200557"
"18749",6,12,30,"Evan_MC_E1_cell201085"
"18750",57,74,113,"Evan_MC_E1_cell201378"
