"2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17" "18" "19" "20" "21" "22" "23" "24" "25" "26" "27" "cells"
"158" 1 1 3 2 2 2 5 5 9 4 7 11 8 9 10 9 15 9 17 14 14 14 14 22 13 25 "LS-15510_S31_E1-50"
"159" 1 1 3 1 6 7 7 8 5 10 11 5 10 10 11 11 8 12 10 12 11 13 13 11 16 14 "LS-15510_S32_E1-50"
"160" 1 1 2 4 3 4 6 6 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 2 2 2 "LS-15510_S33_E1-50"
"161" 1 1 2 4 3 4 6 6 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 2 2 2 "LS-15510_S34_E1-50"
"162" 1 1 2 4 3 4 6 6 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 2 2 2 "LS-15510_S35_E1-50"
"163" 1 1 3 2 2 2 5 5 9 4 7 11 8 9 10 9 15 9 17 14 14 14 14 22 13 25 "LS-15510_S36_E1-50"
"164" 1 1 3 2 2 2 5 5 9 4 7 11 8 9 10 9 15 9 17 14 14 14 14 22 13 25 "LS-15510_S37_E1-50"
"165" 1 1 2 4 3 4 6 6 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 2 2 2 "LS-15510_S38_E1-50"
"166" 1 1 2 4 3 4 6 6 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 2 2 2 "LS-15510_S39_E1-50"
"167" 1 1 3 2 2 2 5 5 10 5 6 9 9 8 9 10 17 11 20 13 13 16 17 24 17 24 "LS-15520_S01_E1-50"
"168" 1 1 3 2 2 2 5 5 10 5 6 9 9 8 9 10 17 11 20 13 13 16 17 24 17 24 "LS-15520_S02_E1-50"
"169" 1 1 3 2 1 1 1 1 2 2 3 2 4 2 4 4 3 2 4 5 3 8 4 5 7 8 "LS-15520_S03_E1-50"
"170" 1 1 3 2 1 1 1 1 2 2 3 2 3 3 3 2 3 4 3 7 3 8 4 5 4 4 "LS-15520_S04_E1-50"
"171" 1 1 4 5 6 3 3 3 7 7 8 13 14 13 14 16 12 19 16 21 21 23 24 18 21 18 "LS-15520_S05_E1-50"
"172" 1 1 3 2 2 2 5 5 10 5 6 9 9 8 9 10 17 11 20 13 13 16 17 24 17 24 "LS-15520_S06_E1-50"
"173" 1 1 3 2 1 1 1 1 2 2 3 2 3 3 3 2 3 4 3 7 3 8 4 5 4 4 "LS-15520_S07_E1-50"
"174" 1 1 3 2 2 2 5 5 10 5 6 9 9 8 9 10 17 11 20 13 13 16 17 24 17 24 "LS-15520_S08_E1-50"
"175" 1 1 3 2 2 2 5 5 10 5 6 9 9 8 9 10 17 11 20 13 13 16 17 24 17 24 "LS-15520_S09_E1-50"
