"","k_10","k_15","k_20","k_25","k_30","k_35","k_40","k_45","k_50","k_55","k_60","k_65","k_70","k_75","k_80","k_85","k_90","k_95","k_100","k_105","k_110","k_115","k_120","k_125","k_130","k_135","k_140","k_145","k_150","cells"
"2836",17,24,12,18,12,12,1,22,16,11,7,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE63Z_S171_E1-50"
"2837",24,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE63Z_S172_E1-50"
"2838",28,27,19,23,27,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE63Z_S174_E1-50"
"2839",15,21,6,11,14,4,25,22,8,7,10,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE63Z_S175_E1-50"
"2840",37,33,35,31,19,25,9,11,17,22,20,14,7,15,17,8,7,9,9,8,9,8,12,11,9,12,11,9,14,"SM-GE63Z_S176_E1-50"
"2841",33,35,34,25,19,25,9,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE63Z_S177_E1-50"
"2842",6,37,20,29,9,8,10,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE63Z_S178_E1-50"
"2843",25,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE63Z_S179_E1-50"
"2844",33,35,34,25,19,25,9,7,1,12,8,6,7,17,17,16,4,9,1,12,3,12,15,2,3,3,3,9,14,"SM-GE63Z_S180_E1-50"
"2845",17,24,12,18,12,12,1,22,16,11,7,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE63Z_S181_E1-50"
"2846",29,14,27,16,1,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE63Z_S182_E1-50"
"2847",30,22,11,21,18,23,14,13,2,3,5,3,8,5,11,7,9,7,7,9,10,5,10,10,8,11,9,10,1,"SM-GE63Z_S184_E1-50"
"2848",17,23,23,8,1,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE63Z_S185_E1-50"
"2849",17,23,23,8,1,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE63Z_S186_E1-50"
"2850",46,38,17,9,10,9,18,3,3,18,6,7,18,16,13,13,14,4,5,4,5,13,8,3,2,5,5,13,10,"SM-GE63Z_S187_E1-50"
"2851",15,21,6,11,14,4,25,22,8,7,10,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE63Z_S188_E1-50"
"2852",8,11,29,33,25,14,8,11,17,22,20,14,19,15,4,8,7,9,9,8,9,8,12,11,9,12,11,9,14,"SM-GE63Z_S189_E1-50"
"2853",30,22,21,21,18,23,14,13,2,3,5,10,2,5,11,7,9,7,7,9,10,5,10,10,8,11,9,10,1,"SM-GE63Z_S190_E1-50"
"2854",6,37,20,29,9,8,10,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE63Z_S191_E1-50"
"2855",47,39,32,27,24,22,17,15,9,5,16,2,3,4,14,11,3,3,14,3,1,3,9,9,15,14,15,3,5,"SM-GE63Z_S192_E1-50"
"2856",26,35,29,33,19,25,8,11,17,22,20,14,19,17,12,8,7,9,9,8,9,8,12,11,9,12,11,9,14,"SM-GE641_S001_E1-50"
"2857",25,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S002_E1-50"
"2858",38,32,37,15,26,26,22,20,20,6,11,4,1,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE641_S003_E1-50"
"2859",7,37,20,29,20,8,10,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S004_E1-50"
"2860",33,35,34,25,19,25,9,7,1,12,8,6,7,17,17,16,4,9,1,12,3,12,15,2,3,3,3,9,14,"SM-GE641_S005_E1-50"
"2861",12,28,5,14,6,13,16,14,14,4,12,1,12,2,2,3,2,2,2,6,2,4,4,4,4,6,6,6,2,"SM-GE641_S006_E1-50"
"2862",26,35,35,31,19,25,9,7,17,22,20,14,7,15,17,16,7,9,1,8,9,12,12,2,9,12,11,9,14,"SM-GE641_S007_E1-50"
"2863",6,37,20,29,9,8,10,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S008_E1-50"
"2864",24,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S009_E1-50"
"2865",30,22,11,21,18,23,14,13,2,3,5,10,2,5,11,7,9,7,7,9,10,5,10,10,8,11,9,10,1,"SM-GE641_S010_E1-50"
"2866",34,5,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE641_S011_E1-50"
"2867",7,37,20,29,20,8,10,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S012_E1-50"
"2868",43,18,13,19,16,18,24,21,11,1,20,14,19,15,4,15,3,3,9,2,9,8,1,1,1,2,14,4,3,"SM-GE641_S013_E1-50"
"2869",13,32,37,15,26,26,22,20,20,6,11,4,1,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE641_S014_E1-50"
"2870",35,26,12,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE641_S015_E1-50"
"2871",14,19,28,10,2,7,23,2,7,2,3,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE641_S017_E1-50"
"2872",17,23,23,8,1,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S018_E1-50"
"2873",23,10,22,12,22,11,19,18,18,8,1,11,16,13,15,14,15,14,15,14,14,14,14,15,13,9,13,14,12,"SM-GE641_S019_E1-50"
"2874",30,22,21,21,18,23,14,13,2,3,5,10,2,5,11,7,9,7,7,9,10,5,10,10,8,11,9,10,1,"SM-GE641_S020_E1-50"
"2875",15,21,6,11,14,4,25,22,8,7,10,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE641_S021_E1-50"
"2876",12,28,5,14,6,13,16,14,14,4,12,1,12,2,2,3,2,2,2,6,2,4,4,4,4,6,6,6,2,"SM-GE641_S022_E1-50"
"2877",25,23,23,8,1,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S023_E1-50"
"2878",14,19,11,24,18,7,14,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE641_S024_E1-50"
"2879",26,35,34,25,19,25,9,7,1,12,8,6,7,17,17,16,4,9,1,12,3,12,15,2,3,3,3,9,14,"SM-GE641_S025_E1-50"
"2880",12,28,5,14,6,13,16,14,14,4,12,1,12,2,2,3,2,2,2,6,2,4,4,4,4,6,6,6,2,"SM-GE641_S026_E1-50"
"2881",29,14,27,16,1,24,20,12,6,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S027_E1-50"
"2882",18,20,28,10,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE641_S028_E1-50"
"2883",6,37,20,29,9,8,10,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S029_E1-50"
"2884",6,37,20,29,9,8,10,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S030_E1-50"
"2885",24,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S031_E1-50"
"2886",37,33,35,31,19,25,9,7,17,22,20,14,7,15,17,8,7,9,9,8,9,8,12,11,9,12,11,9,14,"SM-GE641_S032_E1-50"
"2887",41,7,7,30,8,16,11,8,13,21,19,8,13,8,9,10,10,8,10,15,8,15,6,8,14,15,8,8,7,"SM-GE641_S034_E1-50"
"2888",41,7,7,30,8,16,11,8,13,21,19,8,13,8,9,10,10,8,10,15,8,15,6,8,14,15,8,8,7,"SM-GE641_S035_E1-50"
"2889",19,13,4,5,5,5,3,8,13,21,19,8,13,8,9,10,10,8,10,15,8,15,6,8,14,15,8,8,7,"SM-GE641_S036_E1-50"
"2890",20,15,16,20,15,15,12,6,5,14,9,12,11,7,5,10,10,8,10,15,8,15,6,8,14,15,8,8,7,"SM-GE641_S037_E1-50"
"2891",16,17,15,6,7,6,5,5,13,21,19,8,13,8,9,10,10,8,10,15,8,15,6,8,14,15,8,8,7,"SM-GE641_S038_E1-50"
"2892",41,7,7,30,8,16,11,8,13,21,19,8,13,8,9,10,10,8,10,15,8,15,6,8,14,15,8,8,7,"SM-GE641_S039_E1-50"
"2893",19,13,4,5,5,5,3,8,13,21,19,8,13,8,9,10,10,8,10,15,8,15,6,8,14,15,8,8,7,"SM-GE641_S040_E1-50"
"2894",20,15,16,20,15,15,12,6,5,14,9,12,11,7,5,10,10,8,10,15,8,15,6,8,14,15,8,8,7,"SM-GE641_S041_E1-50"
"2895",41,7,7,30,8,16,11,8,13,21,19,8,13,8,9,10,10,8,10,15,8,15,6,8,14,15,8,8,7,"SM-GE641_S043_E1-50"
"2896",41,7,7,30,8,16,11,8,13,21,19,8,13,8,9,10,10,8,10,15,8,15,6,8,14,15,8,8,7,"SM-GE641_S045_E1-50"
"2897",20,15,16,20,15,15,12,6,5,14,9,12,11,7,5,10,10,8,10,15,8,15,6,8,14,15,8,8,7,"SM-GE641_S047_E1-50"
"2898",41,7,7,30,8,16,11,8,13,21,19,8,13,8,9,10,10,8,10,15,8,15,6,8,14,15,8,8,7,"SM-GE641_S048_E1-50"
"2899",18,19,28,10,2,7,23,2,7,2,3,3,8,1,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE641_S049_E1-50"
"2900",33,35,34,25,19,25,9,7,1,12,8,6,7,17,17,16,4,9,1,12,3,12,15,2,3,3,3,9,14,"SM-GE641_S050_E1-50"
"2901",47,39,32,27,24,22,17,15,9,5,16,2,3,4,14,11,3,3,14,3,1,3,9,9,15,14,15,3,5,"SM-GE641_S051_E1-50"
"2902",14,19,11,24,18,7,14,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE641_S052_E1-50"
"2903",9,20,28,10,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE641_S053_E1-50"
"2904",11,12,24,23,27,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE641_S054_E1-50"
"2905",22,30,30,4,17,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE641_S055_E1-50"
"2906",17,24,12,18,12,12,1,22,16,11,7,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE641_S056_E1-50"
"2907",11,12,24,23,27,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE641_S057_E1-50"
"2908",36,31,33,26,23,27,26,23,21,19,17,16,16,13,15,14,15,14,15,14,14,14,14,15,13,9,13,14,12,"SM-GE641_S058_E1-50"
"2909",6,37,20,29,9,8,10,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S059_E1-50"
"2910",36,31,33,26,23,27,26,23,21,19,17,16,16,13,15,14,15,14,15,14,14,14,14,15,13,9,13,14,12,"SM-GE641_S061_E1-50"
"2911",32,4,18,24,18,7,6,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE641_S062_E1-50"
"2912",37,33,35,31,19,25,9,11,17,22,20,14,7,15,17,8,7,9,9,8,9,8,12,11,9,12,11,3,5,"SM-GE641_S063_E1-50"
"2913",14,19,11,24,18,7,14,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE641_S064_E1-50"
"2914",29,14,27,16,1,24,20,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S065_E1-50"
"2915",35,26,12,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE641_S066_E1-50"
"2916",24,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S067_E1-50"
"2917",7,37,20,29,20,8,10,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S068_E1-50"
"2918",6,37,20,29,9,8,10,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S069_E1-50"
"2919",26,35,34,25,19,25,9,7,1,12,8,6,7,17,17,16,4,9,1,12,3,12,15,2,3,3,3,9,14,"SM-GE641_S070_E1-50"
"2920",26,35,34,25,19,25,9,7,1,22,8,6,7,17,17,16,4,9,1,12,3,12,15,2,3,3,3,9,14,"SM-GE641_S071_E1-50"
"2921",48,32,37,15,26,26,22,20,20,6,11,4,1,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE641_S072_E1-50"
"2922",22,30,30,4,17,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE641_S081_E1-50"
"2923",18,19,28,10,2,7,23,2,7,2,3,3,8,1,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE641_S082_E1-50"
"2924",3,2,8,1,21,20,21,19,19,15,14,19,4,11,10,12,11,10,11,13,13,10,13,13,11,13,1,2,13,"SM-GE641_S083_E1-50"
"2925",9,20,28,10,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE641_S084_E1-50"
"2926",26,33,29,31,19,25,9,11,17,22,20,14,7,15,17,8,7,9,9,8,9,8,12,11,9,12,11,9,14,"SM-GE641_S085_E1-50"
"2927",18,19,28,10,2,17,23,2,7,2,3,3,8,1,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE641_S086_E1-50"
"2928",3,2,8,1,21,20,21,19,19,15,14,19,4,11,10,12,11,10,11,13,13,10,13,13,11,13,1,2,13,"SM-GE641_S087_E1-50"
"2929",17,23,23,8,1,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S088_E1-50"
"2930",37,33,35,31,19,25,9,11,17,22,20,14,7,15,17,8,7,9,9,8,9,8,12,11,9,12,11,9,14,"SM-GE641_S089_E1-50"
"2931",29,14,27,16,1,24,20,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S090_E1-50"
"2932",24,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S091_E1-50"
"2933",14,19,28,24,18,7,14,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE641_S092_E1-50"
"2934",37,33,35,31,19,25,9,11,17,22,20,14,7,15,17,8,7,9,9,8,9,8,12,11,9,12,11,9,14,"SM-GE641_S093_E1-50"
"2935",46,27,19,9,10,9,18,3,3,18,6,7,18,16,13,13,14,4,5,4,5,13,8,3,2,5,5,13,10,"SM-GE641_S094_E1-50"
"2936",3,2,8,1,21,20,21,19,19,15,14,19,4,11,10,12,11,10,11,13,13,10,13,13,11,13,1,2,13,"SM-GE641_S095_E1-50"
"2937",7,37,20,29,20,8,10,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S096_E1-50"
"2938",14,16,11,24,18,7,6,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE641_S097_E1-50"
"2939",49,25,25,32,28,19,13,17,22,20,18,17,17,14,16,15,16,15,4,2,4,1,1,1,1,2,14,4,3,"SM-GE641_S098_E1-50"
"2940",40,36,26,3,26,28,22,20,20,6,14,19,1,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE641_S099_E1-50"
"2941",27,29,1,28,11,10,4,4,4,10,2,15,10,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE641_S100_E1-50"
"2942",17,24,12,18,12,12,1,22,16,11,7,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE641_S101_E1-50"
"2943",47,39,32,27,24,22,17,15,9,5,16,2,3,4,14,11,3,3,14,3,1,3,9,9,15,14,15,3,5,"SM-GE641_S102_E1-50"
"2944",45,40,36,27,24,22,17,15,9,5,16,2,3,4,14,11,3,3,14,3,1,3,9,9,15,14,15,3,5,"SM-GE641_S103_E1-50"
"2945",14,19,11,24,18,7,14,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE641_S104_E1-50"
"2946",31,9,3,2,4,2,18,3,3,18,6,7,18,16,18,4,14,4,5,4,5,2,3,12,10,4,10,11,11,"SM-GE641_S105_E1-50"
"2947",7,37,20,29,20,8,10,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S106_E1-50"
"2948",33,35,34,25,19,25,9,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE641_S107_E1-50"
"2949",24,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S108_E1-50"
"2950",25,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S109_E1-50"
"2951",47,39,32,27,24,22,17,15,9,5,16,2,3,4,14,11,3,3,14,3,1,3,9,9,15,14,15,3,5,"SM-GE641_S110_E1-50"
"2952",5,6,31,22,3,1,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE641_S111_E1-50"
"2953",37,33,35,31,19,25,9,7,17,22,20,14,7,15,17,8,7,9,14,8,9,3,12,9,9,12,11,3,5,"SM-GE641_S112_E1-50"
"2954",42,21,6,11,14,4,25,22,8,7,10,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE641_S113_E1-50"
"2955",26,33,35,31,19,25,9,7,17,22,20,14,7,15,17,8,7,9,1,8,9,12,12,2,9,12,11,9,14,"SM-GE641_S114_E1-50"
"2956",43,39,32,19,24,22,17,15,9,5,16,2,3,4,14,11,3,3,14,3,1,3,9,9,15,14,15,3,5,"SM-GE641_S115_E1-50"
"2957",33,35,34,25,19,25,9,7,1,12,8,6,7,17,17,16,4,9,1,12,3,12,15,2,3,3,3,9,14,"SM-GE641_S116_E1-50"
"2958",33,35,34,22,19,25,2,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE641_S117_E1-50"
"2959",5,35,34,22,19,25,2,1,1,12,8,6,6,17,12,16,4,9,1,12,3,12,15,2,3,3,3,9,14,"SM-GE641_S118_E1-50"
"2960",12,28,5,14,6,13,16,14,14,4,12,1,12,2,2,3,2,2,2,6,2,4,4,4,4,6,6,6,2,"SM-GE641_S119_E1-50"
"2961",33,35,34,25,19,25,9,7,1,12,8,6,7,17,17,16,4,9,1,12,3,12,15,2,3,3,3,9,14,"SM-GE641_S120_E1-50"
"2962",10,9,3,2,4,2,18,3,3,18,6,7,18,16,18,4,14,4,5,4,5,2,3,12,10,4,10,11,11,"SM-GE641_S121_E1-50"
"2963",46,38,17,2,4,2,18,3,3,18,6,7,18,16,18,4,14,4,5,4,5,2,3,12,10,4,10,11,11,"SM-GE641_S122_E1-50"
"2964",14,19,11,24,18,7,14,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE641_S123_E1-50"
"2965",33,35,34,25,19,25,9,7,1,12,8,6,7,17,17,16,4,9,1,12,3,12,15,2,3,3,3,9,14,"SM-GE641_S124_E1-50"
"2966",29,14,27,16,1,24,20,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S125_E1-50"
"2967",33,35,34,25,19,25,9,1,1,12,8,6,6,17,12,16,4,12,1,12,3,12,15,2,3,3,3,9,14,"SM-GE641_S126_E1-50"
"2968",24,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S127_E1-50"
"2969",9,1,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE641_S128_E1-50"
"2970",29,14,27,16,1,24,20,12,6,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S129_E1-50"
"2971",29,14,27,16,1,24,20,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S131_E1-50"
"2972",30,22,11,21,18,23,14,13,2,3,5,10,2,5,11,7,9,7,7,9,10,5,10,10,8,11,9,10,1,"SM-GE641_S132_E1-50"
"2973",14,19,11,24,18,7,14,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE641_S133_E1-50"
"2974",9,20,28,10,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE641_S134_E1-50"
"2975",35,26,12,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE641_S135_E1-50"
"2976",38,32,37,15,26,26,22,20,20,6,11,4,1,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE641_S136_E1-50"
"2977",26,35,34,25,19,25,9,7,1,12,8,6,7,17,17,16,4,9,1,12,3,12,15,2,3,3,3,9,14,"SM-GE641_S137_E1-50"
"2978",38,32,37,15,26,26,22,20,20,6,11,4,1,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE641_S138_E1-50"
"2979",12,28,5,14,6,13,16,14,14,4,12,1,12,2,2,3,2,2,2,6,2,4,4,4,4,6,6,6,2,"SM-GE641_S139_E1-50"
"2980",9,20,28,10,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE641_S140_E1-50"
"2981",1,1,2,7,2,17,23,2,7,2,3,9,9,1,3,5,8,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE641_S141_E1-50"
"2982",26,33,35,31,19,25,9,11,17,22,20,14,7,15,17,8,7,9,9,8,9,8,12,11,9,12,11,9,14,"SM-GE641_S142_E1-50"
"2983",35,26,12,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE641_S143_E1-50"
"2984",6,37,20,29,9,8,10,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S144_E1-50"
"2985",17,23,23,8,1,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S145_E1-50"
"2986",36,31,33,26,23,27,26,23,21,19,17,16,16,13,15,14,15,14,15,14,14,14,14,15,13,9,13,14,12,"SM-GE641_S146_E1-50"
"2987",49,25,25,32,28,19,13,17,22,20,18,17,17,14,16,15,16,15,4,2,4,1,1,1,1,2,14,4,3,"SM-GE641_S147_E1-50"
"2988",35,26,21,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE641_S148_E1-50"
"2989",22,30,30,4,17,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE641_S149_E1-50"
"2990",36,31,33,26,23,27,26,23,21,19,17,16,16,13,15,14,15,14,15,14,14,14,14,15,13,9,13,14,12,"SM-GE641_S150_E1-50"
"2991",24,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S151_E1-50"
"2992",30,22,11,21,18,23,14,13,2,3,5,3,8,5,7,2,5,5,6,7,7,5,5,5,5,7,7,7,1,"SM-GE641_S152_E1-50"
"2993",35,26,12,17,13,3,7,10,10,13,4,10,2,12,11,7,9,7,7,9,10,6,10,10,8,11,9,10,8,"SM-GE641_S153_E1-50"
"2994",26,33,35,31,19,25,9,7,17,22,20,14,7,15,17,8,7,9,1,8,9,12,12,2,9,12,11,9,14,"SM-GE641_S154_E1-50"
"2995",27,29,1,28,11,10,4,4,4,10,2,15,10,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE641_S155_E1-50"
"2996",24,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S156_E1-50"
"2997",11,12,24,23,27,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE641_S157_E1-50"
"2998",6,37,20,29,9,8,10,12,12,9,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S158_E1-50"
"2999",17,24,12,18,12,12,1,22,16,11,7,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE641_S159_E1-50"
"3000",24,23,23,8,20,24,20,9,6,16,15,13,14,10,8,9,13,13,13,10,11,9,7,7,7,8,2,5,4,"SM-GE641_S160_E1-50"
"3001",11,12,24,23,27,21,15,16,15,17,13,18,15,9,13,13,12,11,12,11,12,13,8,3,2,5,5,13,10,"SM-GE641_S161_E1-50"
"3002",17,24,12,18,12,12,1,22,16,11,7,5,5,3,6,6,6,6,8,5,6,7,11,6,6,10,12,12,9,"SM-GE641_S162_E1-50"
"3003",31,9,3,2,4,2,18,3,3,18,6,7,18,16,18,4,14,4,5,4,5,2,3,12,10,4,10,11,11,"SM-GE641_S163_E1-50"
"3004",31,9,3,2,4,2,18,3,3,18,6,7,18,16,18,4,14,4,5,4,5,2,3,12,10,4,10,11,11,"SM-GE641_S164_E1-50"
"3005",26,35,34,25,19,25,9,7,1,12,20,6,7,17,17,8,7,9,9,8,9,8,12,11,9,12,11,9,14,"SM-GE641_S165_E1-50"
"3006",8,11,29,33,25,14,8,11,17,22,20,14,19,15,4,8,7,9,9,8,9,8,12,11,9,12,11,9,14,"SM-GE641_S166_E1-50"
"3007",5,35,34,22,19,25,2,1,1,12,8,6,6,17,12,16,4,9,1,12,3,12,15,2,3,3,3,9,14,"SM-GE641_S167_E1-50"
"3008",27,29,1,28,11,10,4,4,4,10,2,15,10,6,1,1,1,1,3,1,15,11,2,14,12,1,4,1,6,"SM-GE641_S168_E1-50"
"3009",20,15,16,20,15,15,12,6,5,14,9,12,11,7,5,10,10,8,10,15,8,15,6,8,14,15,8,8,7,"SM-GE641_S169_E1-50"
"3010",21,8,14,6,7,6,5,5,13,21,19,8,13,8,9,10,10,8,10,15,8,15,6,8,14,15,8,8,7,"SM-GE641_S170_E1-50"
